Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (m²),Floor Size (m²),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value
1/128 TANCRED STREET ,"LINWOOD, CHRISTCHURCH",8062,3,2,1,202,120,2024,650,22-Apr-24,14,FALSE,"$630,000","$220,000"
133 TANCRED STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,1,604,100,1920,650,10-Feb-24,7,FALSE,"$640,000","$395,000"
303B WOODHAM ROAD ,"LINWOOD, CHRISTCHURCH",8062,4,2,2,488,159,2010,650,22-Oct-24,7,FALSE,"$650,000","$275,000"
3/677 WORCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,3,3,1,148,145,2024,650,14-Aug-24,7,FALSE,"$660,000","$175,000"
4/677 WORCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,3,3,1,148,139,2024,650,18-Jul-24,30,FALSE,"$650,000","$175,000"
5/677 WORCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,3,3,1,217,137,2024,650,24-Sep-24,22,FALSE,"$650,000","$185,000"
1/677 WORCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,3,3,1,391,139,2024,645,13-Feb-24,8,FALSE,"$660,000","$200,000"
36 BOWER AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,5,2,3,"1,410",300,2000,645,28-Mar-24,7,FALSE,"$960,000","$335,000"
18 KURA LANE ,"ARANUI, CHRISTCHURCH",8061,3,1,1,528,132,2024,640,2-Nov-24,7,FALSE,"$600,000","$145,000"
2/14 WOODHOUSE STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,1,313,133,2024,640,28-Jun-24,7,FALSE,"$695,000","$245,000"
98 WOODHAM ROAD ,"LINWOOD, CHRISTCHURCH",8062,3,1,1,-,113,1925,639,17-Sep-24,7,FALSE,"$510,000","$185,000"
286A WAINONI ROAD ,"AVONDALE, CHRISTCHURCH",8061,4,2,2,570,180,2017,630,21-Jun-24,7,FALSE,"$690,000","$180,000"
45 TORLESSE STREET ,"AVONSIDE, CHRISTCHURCH",8061,3,1,5,660,84,1940,630,26-Jun-24,7,FALSE,"$515,000","$280,000"
1/45 REGINALD STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,-,706,170,1980,630,15-Jul-24,7,FALSE,-,-
317 WOODHAM ROAD ,"LINWOOD, CHRISTCHURCH",8062,2,2,2,450,92,2013,630,14-Feb-24,7,FALSE,"$540,000","$275,000"
122 BOWER AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,567,100,1970,630,6-Sep-24,7,FALSE,"$520,000","$280,000"
355 PAGES ROAD ,"ARANUI, CHRISTCHURCH",8061,4,1,1,767,120,1950,620,16-Feb-24,7,FALSE,"$460,000","$200,000"
50 NIVEN STREET ,"AVONDALE, CHRISTCHURCH",8061,3,1,2,615,124,1960,620,5-Nov-24,7,FALSE,"$300,000","$270,000"
763A GLOUCESTER STREET ,"AVONSIDE, CHRISTCHURCH",8061,4,1,2,746,205,2010,620,10-Jul-24,7,FALSE,"$800,000","$300,000"
26 PATTEN STREET ,"AVONSIDE, CHRISTCHURCH",8061,3,1,1,627,110,1905,620,29-Jul-23,7,FALSE,"$580,000","$295,000"
39 BAYNES STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,322,138,2018,620,14-May-24,7,FALSE,"$680,000","$260,000"
11 HERIOTT CLOSE ,"BURWOOD, CHRISTCHURCH",8083,4,2,2,570,150,1980,620,15-Dec-22,7,FALSE,"$730,000","$275,000"
48 SURREY STREET ,"LINWOOD, CHRISTCHURCH",8062,3,2,2,344,97,2016,620,4-Apr-24,7,FALSE,"$560,000","$235,000"
135 BOWER AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,804,100,1950,620,8-Aug-24,7,FALSE,"$510,000","$285,000"
72 OTTAWA ROAD ,"WAINONI, CHRISTCHURCH",8061,3,2,2,558,146,2013,620,21-May-24,7,FALSE,"$580,000","$240,000"
1/2 WILDWOOD AVENUE ,"WAINONI, CHRISTCHURCH",8061,4,1,-,-,82,2017,620,5-Dec-24,5,TRUE,"$540,000","$230,000"
11 BINSTEAD PLACE ,"AVONDALE, CHRISTCHURCH",8061,4,1,2,780,121,1970,610,17-Mar-23,7,FALSE,"$560,000","$290,000"
39 NGARIMU STREET ,"AVONSIDE, CHRISTCHURCH",8061,3,2,1,506,108,2015,610,11-Feb-23,7,FALSE,"$645,000","$260,000"
108 RETREAT ROAD ,"AVONSIDE, CHRISTCHURCH",8061,3,2,2,693,150,1920,610,3-Feb-23,7,FALSE,"$620,000","$310,000"
94 AVONDALE ROAD ,"AVONDALE, CHRISTCHURCH",8061,4,1,1,607,120,1960,600,13-Jan-23,7,FALSE,"$600,000","$270,000"
35 EGLINTON STREET ,"AVONDALE, CHRISTCHURCH",8061,3,1,2,607,120,1970,600,25-Jun-24,7,FALSE,"$530,000","$265,000"
3 EMLYN PLACE ,"AVONDALE, CHRISTCHURCH",8061,3,2,2,450,144,2000,600,27-May-24,7,FALSE,"$610,000","$230,000"
115 WAINONI ROAD ,"AVONDALE, CHRISTCHURCH",8061,3,1,2,612,123,1950,600,23-Apr-24,7,FALSE,"$550,000","$245,000"
18A CARLSEN STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,1,-,111,1950,600,17-Jan-23,7,FALSE,"$600,000","$230,000"
20 PARNWELL STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,3,897,290,-,600,21-May-24,7,FALSE,-,-
202 ENGLAND STREET ,"LINWOOD, CHRISTCHURCH",8011,3,1,1,"1,012",140,1920,600,8-Sep-23,7,FALSE,"$695,000","$685,000"
17 HULBERT STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,1,759,117,1910,600,17-May-24,7,FALSE,"$530,000","$340,000"
232 WOODHAM ROAD ,"LINWOOD, CHRISTCHURCH",8062,3,1,1,612,90,1920,600,20-Sep-23,7,FALSE,"$440,000","$230,000"
303 WOODHAM ROAD ,"LINWOOD, CHRISTCHURCH",8062,3,1,1,450,99,1920,600,20-Jul-24,7,FALSE,"$530,000","$260,000"
1/14 WOODHOUSE STREET ,"LINWOOD, CHRISTCHURCH",8062,3,2,1,312,136,2024,600,27-Nov-24,23,TRUE,"$700,000","$245,000"
639 WORCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,2,673,120,1940,600,24-Sep-24,7,FALSE,"$520,000","$375,000"
58A OTTAWA ROAD ,"WAINONI, CHRISTCHURCH",8061,4,2,2,505,191,2000,600,16-Jan-24,7,FALSE,"$590,000","$235,000"
6 QUEBEC PLACE ,"WAINONI, CHRISTCHURCH",8061,3,1,2,668,120,1960,600,8-Apr-23,7,FALSE,"$575,000","$265,000"
251 BREEZES ROAD ,"ARANUI, CHRISTCHURCH",8061,4,1,1,759,139,1920,595,22-May-23,7,FALSE,"$460,000","$160,000"
34 PEMBROKE STREET ,"AVONDALE, CHRISTCHURCH",8061,3,1,1,723,101,1950,595,21-Feb-24,7,FALSE,"$530,000","$235,000"
767 GLOUCESTER STREET ,"AVONSIDE, CHRISTCHURCH",8061,3,1,1,506,104,1940,595,11-Sep-24,30,FALSE,"$595,000","$265,000"
47 MCLEAN STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,1,392,96,1920,595,20-Jan-24,7,FALSE,"$490,000","$245,000"
94 WOODHAM ROAD ,"LINWOOD, CHRISTCHURCH",8062,3,1,2,675,140,1920,595,16-Jun-23,7,FALSE,"$640,000","$335,000"
15 NIAGARA STREET ,"WAINONI, CHRISTCHURCH",8061,3,1,2,640,124,1960,595,29-Nov-24,21,TRUE,"$535,000","$260,000"
11 PEMBROKE STREET ,"AVONDALE, CHRISTCHURCH",8061,3,1,2,721,110,1950,590,4-May-24,7,FALSE,"$570,000","$245,000"
2/191 ENGLAND STREET ,"LINWOOD, CHRISTCHURCH",8011,2,2,1,99,59,2022,590,31-Oct-24,7,FALSE,"$510,000","$180,000"
6/10A MCLEAN STREET ,"LINWOOD, CHRISTCHURCH",8062,3,3,-,129,76,2023,590,30-Sep-24,7,FALSE,"$580,000","$190,000"
4/629 WORCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,1,150,131,2023,590,26-Mar-24,7,FALSE,"$650,000","$190,000"
13 PANNELL AVENUE ,"WAINONI, CHRISTCHURCH",8061,3,1,1,809,100,1945,590,10-Feb-24,7,FALSE,"$465,000","$300,000"
16 TE RAMA PLACE ,"WAINONI, CHRISTCHURCH",8061,3,2,2,625,118,2015,590,27-Oct-24,7,FALSE,"$570,000","$260,000"
86 MARLOW ROAD ,"ARANUI, CHRISTCHURCH",8061,3,1,2,812,120,1950,580,6-Apr-23,7,FALSE,"$510,000","$190,000"
286 WAINONI ROAD ,"AVONDALE, CHRISTCHURCH",8061,3,1,2,441,95,1955,580,26-Nov-24,14,TRUE,"$495,000","$165,000"
20 WARATAH STREET ,"AVONDALE, CHRISTCHURCH",8061,3,1,2,612,134,1960,580,26-Jun-23,7,FALSE,"$540,000","$315,000"
43 WOOLLEY STREET ,"AVONDALE, CHRISTCHURCH",8061,3,1,2,642,133,1970,580,5-Apr-24,7,FALSE,"$590,000","$270,000"
54 WOOLLEY STREET ,"AVONDALE, CHRISTCHURCH",8061,3,1,2,622,140,1970,580,2-Aug-23,7,FALSE,"$355,000","$270,000"
13 LAKE TERRACE ROAD ,"BURWOOD, CHRISTCHURCH",8061,3,1,1,604,132,1970,580,13-Mar-24,7,FALSE,"$590,000","$300,000"
47 DACRE STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,2,673,110,1940,580,2-Dec-23,8,FALSE,"$510,000","$230,000"
181 ENGLAND STREET ,"LINWOOD, CHRISTCHURCH",8011,3,1,-,402,106,1950,580,29-Nov-24,21,TRUE,"$550,000","$320,000"
648 GLOUCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,1,500,98,1920,580,20-Sep-23,7,FALSE,"$510,000","$305,000"
2/128 TANCRED STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,1,136,93,2024,580,30-Oct-24,23,FALSE,"$570,000","$200,000"
10/129 TANCRED STREET ,"LINWOOD, CHRISTCHURCH",8062,3,3,1,130,89,2023,580,15-May-24,7,FALSE,"$680,000","$205,000"
114A WOODHAM ROAD ,"LINWOOD, CHRISTCHURCH",8062,3,1,2,500,143,2000,580,2-May-24,7,FALSE,"$570,000","$270,000"
63 BAYNES STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,1,622,110,1960,579,2-Nov-24,7,FALSE,"$570,000","$330,000"
11 EGLINTON STREET ,"AVONDALE, CHRISTCHURCH",8061,5,2,2,625,220,1960,570,6-Aug-24,7,FALSE,"$680,000","$265,000"
18 HORTON PLACE ,"AVONDALE, CHRISTCHURCH",8061,3,1,-,607,110,1960,570,27-Oct-24,22,FALSE,"$530,000","$230,000"
666 AVONSIDE DRIVE ,"AVONSIDE, CHRISTCHURCH",8061,3,1,1,506,115,1950,570,9-Oct-23,7,FALSE,"$560,000","$280,000"
2/9 BRAEMAR PLACE ,"AVONSIDE, CHRISTCHURCH",8061,3,1,1,-,80,1990,570,15-Aug-23,7,FALSE,"$485,000","$220,000"
1/629 WORCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,1,160,84,2023,570,16-Aug-24,16,FALSE,"$570,000","$180,000"
260F BREEZES ROAD ,"ARANUI, CHRISTCHURCH",8061,3,1,2,450,156,2005,565,14-Jun-24,7,FALSE,"$570,000","$190,000"
58 WYON STREET ,"LINWOOD, CHRISTCHURCH",8062,2,1,2,-,100,1940,565,7-Feb-24,7,FALSE,"$405,000","$265,000"
130 ALDERSHOT STREET ,"ARANUI, CHRISTCHURCH",8061,3,1,1,761,105,1960,560,11-May-24,7,FALSE,"$500,000","$170,000"
56 MARLOW ROAD ,"ARANUI, CHRISTCHURCH",8061,3,2,2,809,100,2014,560,2-Apr-24,7,FALSE,"$550,000","$160,000"
37A BRIARMONT STREET ,"AVONDALE, CHRISTCHURCH",8061,3,1,2,-,140,1990,560,10-Jun-24,33,FALSE,"$530,000","$245,000"
58 COWES STREET ,"AVONDALE, CHRISTCHURCH",8061,3,1,2,604,112,1980,560,7-Jun-24,24,FALSE,"$530,000","$260,000"
149 WAINONI ROAD ,"AVONDALE, CHRISTCHURCH",8061,3,1,2,769,105,1950,560,10-Aug-24,7,FALSE,"$500,000","$250,000"
2/200 WAINONI ROAD ,"AVONDALE, CHRISTCHURCH",8061,3,1,2,-,130,1990,560,1-Mar-24,7,FALSE,"$495,000","$115,000"
23 BASSETT STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,835,100,2016,560,31-Oct-24,7,FALSE,"$570,000","$360,000"
7 EDWINS WAY ,"BURWOOD, CHRISTCHURCH",8083,3,1,-,-,90,1990,560,17-Oct-24,7,FALSE,"$530,000","$220,000"
5/129 TANCRED STREET ,"LINWOOD, CHRISTCHURCH",8062,3,3,1,140,89,2023,560,28-Nov-24,19,TRUE,"$690,000","$215,000"
90 CUFFS ROAD ,"WAINONI, CHRISTCHURCH",8061,3,1,2,766,110,1940,560,27-Jun-24,7,FALSE,"$325,000","$280,000"
47 CARISBROOKE STREET ,"ARANUI, CHRISTCHURCH",8061,3,1,-,685,100,1960,550,28-Sep-24,7,FALSE,"$425,000","$150,000"
164 HAMPSHIRE STREET ,"ARANUI, CHRISTCHURCH",8061,3,1,1,713,110,1950,550,22-Mar-24,7,FALSE,"$485,000","$180,000"
26 MATTINGLEY STREET ,"ARANUI, CHRISTCHURCH",8061,3,2,2,857,115,2019,550,15-Aug-23,7,FALSE,"$600,000","$150,000"
42 WIMBORNE CRESCENT ,"ARANUI, CHRISTCHURCH",8061,3,1,2,728,113,1960,550,24-Jul-23,7,FALSE,"$475,000","$180,000"
1/124 BREEZES ROAD ,"AVONDALE, CHRISTCHURCH",8061,2,1,2,782,240,1979,550,27-Oct-23,15,FALSE,-,-
12 BRIARMONT STREET ,"AVONDALE, CHRISTCHURCH",8061,4,2,2,528,180,1995,550,8-Jan-24,7,FALSE,"$660,000","$275,000"
32 COWES STREET ,"AVONDALE, CHRISTCHURCH",8061,3,1,1,549,110,1980,550,22-Apr-23,7,FALSE,"$530,000","$260,000"
11 GLENROWAN AVENUE ,"AVONDALE, CHRISTCHURCH",8061,3,1,1,607,84,1960,550,13-Dec-22,7,FALSE,"$530,000","$265,000"
51 NIVEN STREET ,"AVONDALE, CHRISTCHURCH",8061,3,1,2,622,107,2015,550,2-Jan-24,7,FALSE,"$600,000","$265,000"
93 WARATAH STREET ,"AVONDALE, CHRISTCHURCH",8061,2,1,2,548,190,1980,550,19-Apr-23,7,FALSE,"$670,000","$275,000"
52 WOOLLEY STREET ,"AVONDALE, CHRISTCHURCH",8061,3,1,2,607,110,1970,550,20-Jun-23,7,FALSE,"$520,000","$270,000"
778B GLOUCESTER STREET ,"AVONSIDE, CHRISTCHURCH",8061,3,1,1,412,105,1950,550,30-Mar-23,7,FALSE,"$520,000","$245,000"
6 BLOUDEN LANE ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,570,120,1990,550,1-Jun-23,7,FALSE,"$570,000","$320,000"
1/189 ENGLAND STREET ,"LINWOOD, CHRISTCHURCH",8011,2,2,-,-,80,1975,550,19-Jun-24,7,FALSE,"$450,000","$220,000"
23 ROCHESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,1,613,100,1915,550,31-Jul-23,7,FALSE,"$560,000","$330,000"
34 WYON STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,5,759,440,2024,550,5-Aug-24,70,FALSE,"$2,635,000","$350,000"
1/10 SURREY STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,1,135,92,2024,550,9-Apr-24,7,FALSE,"$630,000","$175,000"
2/10 SURREY STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,1,116,93,2024,550,26-Jun-24,7,FALSE,"$615,000","$160,000"
3/10 SURREY STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,1,131,94,2024,550,8-May-24,28,FALSE,"$625,000","$170,000"
5/10 SURREY STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,1,115,93,2024,550,22-Apr-24,8,FALSE,"$615,000","$160,000"
6/10 SURREY STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,1,130,94,2024,550,8-May-24,28,FALSE,"$625,000","$170,000"
117A TANCRED STREET ,"LINWOOD, CHRISTCHURCH",8062,2,1,1,218,81,2023,550,10-Nov-23,8,FALSE,"$555,000","$225,000"
16/129 TANCRED STREET ,"LINWOOD, CHRISTCHURCH",8062,3,3,1,134,89,2023,550,7-Jul-23,40,FALSE,"$685,000","$210,000"
1/132 TANCRED STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,1,105,77,2024,550,17-Mar-24,20,FALSE,"$540,000","$200,000"
3/132 TANCRED STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,1,66,73,2024,550,3-Apr-24,15,FALSE,"$530,000","$190,000"
148 TANCRED STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,1,433,100,1915,550,2-Aug-23,7,FALSE,"$480,000","$260,000"
171 WOODHAM ROAD ,"LINWOOD, CHRISTCHURCH",8062,3,2,2,711,110,1920,550,30-Jul-24,84,FALSE,"$670,000","$290,000"
621 WORCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,1,284,105,2017,550,10-Jan-23,7,FALSE,"$590,000","$210,000"
59 CUFFS ROAD ,"WAINONI, CHRISTCHURCH",8061,3,1,2,721,100,1960,550,26-Jul-24,23,FALSE,"$470,000","$260,000"
1/68 OTTAWA ROAD ,"WAINONI, CHRISTCHURCH",8061,3,1,2,-,83,2015,550,30-May-24,7,FALSE,"$505,000","$220,000"
2/25 WAINONI ROAD ,"WAINONI, CHRISTCHURCH",8061,3,1,1,-,90,1990,550,4-Jan-23,23,FALSE,"$485,000","$230,000"
2/129 TANCRED STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,1,116,99,2023,549,10-Sep-24,7,FALSE,"$690,000","$215,000"
8/129 TANCRED STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,1,72,73,2023,549,27-May-24,7,FALSE,"$595,000","$185,000"
1/35 CARNARVON STREET ,"LINWOOD, CHRISTCHURCH",8062,2,1,1,-,90,1920,545,16-Oct-24,7,FALSE,"$410,000","$165,000"
14B HULBERT STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,2,336,131,2000,545,4-Apr-24,7,FALSE,"$560,000","$245,000"
1/49 COWES STREET ,"AVONDALE, CHRISTCHURCH",8061,2,1,1,-,110,1980,540,10-May-24,7,FALSE,"$520,000","$235,000"
7/191 ENGLAND STREET ,"LINWOOD, CHRISTCHURCH",8011,2,2,1,133,62,2022,540,3-Apr-24,8,FALSE,"$510,000","$180,000"
6/654 GLOUCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,2,1,1,136,74,2024,540,1-Jun-24,7,FALSE,"$580,000","$175,000"
156 TANCRED STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,-,438,120,1910,540,5-Dec-24,5,TRUE,"$510,000","$260,000"
5/654 GLOUCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,2,1,1,124,73,2024,535,25-May-24,7,FALSE,"$580,000","$170,000"
56 BOWER AVENUE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,-,736,108,2017,535,22-May-24,7,FALSE,"$480,000","$275,000"
2/3 BINSTEAD PLACE ,"AVONDALE, CHRISTCHURCH",8061,3,1,1,-,90,1970,530,23-Feb-24,26,FALSE,"$420,000","$225,000"
3 COLAC STREET ,"AVONDALE, CHRISTCHURCH",8061,3,1,1,612,102,1950,530,29-Apr-23,7,FALSE,"$295,000","$265,000"
292A WAINONI ROAD ,"AVONDALE, CHRISTCHURCH",8061,3,2,1,434,120,1990,530,26-Feb-24,7,FALSE,"$490,000","$125,000"
1/762 GLOUCESTER STREET ,"AVONSIDE, CHRISTCHURCH",8061,3,1,1,-,122,1920,530,10-May-23,41,FALSE,"$535,000","$245,000"
48 BAYNES STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,615,111,1960,530,8-Feb-23,7,FALSE,"$540,000","$300,000"
5/191 ENGLAND STREET ,"LINWOOD, CHRISTCHURCH",8011,2,2,1,82,62,2022,530,12-Aug-24,7,FALSE,"$510,000","$180,000"
2/654 GLOUCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,1,124,73,2024,530,11-Jul-24,7,FALSE,"$580,000","$170,000"
3/654 GLOUCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,1,122,72,2024,530,14-Oct-24,7,FALSE,"$580,000","$170,000"
4/654 GLOUCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,1,122,72,2024,530,6-Jun-24,7,FALSE,"$580,000","$170,000"
5/10A MCLEAN STREET ,"LINWOOD, CHRISTCHURCH",8062,2,3,-,67,76,2023,530,30-Nov-24,10,TRUE,"$565,000","$175,000"
6/675 WORCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,1,173,76,2022,530,5-May-24,7,FALSE,"$540,000","$175,000"
2/29 WAINONI ROAD ,"WAINONI, CHRISTCHURCH",8061,3,1,1,-,100,1975,530,5-Dec-24,5,TRUE,"$370,000","$190,000"
1/3 BINSTEAD PLACE ,"AVONDALE, CHRISTCHURCH",8061,3,1,1,-,90,1970,525,6-Sep-24,7,FALSE,"$420,000","$225,000"
19 EGLINTON STREET ,"AVONDALE, CHRISTCHURCH",8061,3,1,1,625,111,1960,525,27-Mar-23,15,FALSE,"$325,000","$265,000"
615 GLOUCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,3,1,-,402,130,1905,525,24-Jul-24,13,FALSE,"$475,000","$235,000"
691 GLOUCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,5,2,-,640,140,1915,525,14-Nov-24,49,TRUE,"$470,000","$275,000"
67 EUREKA STREET ,"ARANUI, CHRISTCHURCH",8061,3,1,1,685,101,1960,520,29-Jul-24,7,FALSE,"$275,000","$180,000"
4A BURWOOD ROAD ,"BURWOOD, CHRISTCHURCH",8083,5,2,4,818,250,1990,520,27-Mar-24,7,FALSE,-,-
1/191 ENGLAND STREET ,"LINWOOD, CHRISTCHURCH",8011,2,2,1,90,62,2022,520,11-May-24,11,FALSE,"$510,000","$180,000"
8/191 ENGLAND STREET ,"LINWOOD, CHRISTCHURCH",8011,2,2,1,130,60,2022,520,3-Sep-24,7,FALSE,"$530,000","$200,000"
1/49 MCLEAN STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,-,111,83,2023,520,2-Jul-24,7,FALSE,"$580,000","$180,000"
6/49 MCLEAN STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,-,93,82,2023,520,13-Sep-24,53,FALSE,"$570,000","$170,000"
10 PINEDALE LANE ,"LINWOOD, CHRISTCHURCH",8062,4,1,2,802,124,1970,520,14-Mar-23,7,FALSE,"$590,000","$250,000"
20 WOODHOUSE STREET ,"LINWOOD, CHRISTCHURCH",8062,5,4,1,625,237,2022,520,27-Jun-23,41,FALSE,"$1,060,000","$350,000"
2/675 WORCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,2,1,-,134,76,2022,520,3-Dec-24,7,TRUE,"$555,000","$165,000"
76 WYON STREET ,"LINWOOD, CHRISTCHURCH",8062,3,2,1,519,100,1920,520,12-Aug-24,18,FALSE,"$470,000","$305,000"
1/10A MCLEAN STREET ,"LINWOOD, CHRISTCHURCH",8062,3,2,-,102,76,2023,519,12-Aug-24,7,FALSE,"$580,000","$190,000"
4/10A MCLEAN STREET ,"LINWOOD, CHRISTCHURCH",8062,2,3,-,102,92,2023,519,5-Jul-23,15,FALSE,"$620,000","$200,000"
15/129 TANCRED STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,1,70,72,2023,519,24-Jun-23,7,FALSE,"$595,000","$185,000"
7/49 MCLEAN STREET ,"LINWOOD, CHRISTCHURCH",8062,2,2,-,93,82,2023,515,11-Apr-24,7,FALSE,"$570,000","$170,000"
711D WORCESTER STREET ,"LINWOOD, CHRISTCHURCH",8062,2,1,1,150,69,2024,510,16-Aug-24,30,FALSE,"$535,000","$170,000"
51 WYON STREET ,"LINWOOD, CHRISTCHURCH",8062,3,2,4,708,286,2000,510,6-Nov-23,7,FALSE,"$870,000","$395,000"
