Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (m²),Floor Size (m²),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value
67 AVIEMORE DRIVE ,"MARSHLAND, CHRISTCHURCH",8083,4,2,2,609,214,2017,760,10-Aug-23,7,FALSE,"$960,000","$460,000"
2 CAMEO GROVE ,"BURWOOD, CHRISTCHURCH",8083,4,2,2,461,212,2000,750,12-Nov-24,38,TRUE,"$870,000","$335,000"
19 CARLSEN STREET ,"BURWOOD, CHRISTCHURCH",8083,4,2,2,809,158,1950,750,30-Nov-23,8,FALSE,"$740,000","$310,000"
9 CHANDLERS STREET ,"BURWOOD, CHRISTCHURCH",8083,4,2,2,479,163,2022,750,3-Dec-24,7,TRUE,"$870,000","$430,000"
12 CHANDLERS STREET ,"BURWOOD, CHRISTCHURCH",8083,3,2,2,407,164,2022,750,22-Mar-24,7,FALSE,"$860,000","$420,000"
70 LAKE TERRACE ROAD ,"BURWOOD, CHRISTCHURCH",8061,4,2,2,590,210,1980,750,15-Oct-24,7,FALSE,"$860,000","$400,000"
7 SEDGEMOOR CLOSE ,"BURWOOD, CHRISTCHURCH",8083,4,2,2,500,195,2005,750,7-Jul-23,7,FALSE,"$720,000","$305,000"
8 SELFE CRESCENT ,"BURWOOD, CHRISTCHURCH",8083,4,2,2,520,203,2022,750,16-Jun-23,7,FALSE,"$1,000,000","$440,000"
32 SELFE CRESCENT ,"BURWOOD, CHRISTCHURCH",8083,3,2,2,408,152,2022,750,15-Dec-23,7,FALSE,"$860,000","$420,000"
41 SELFE CRESCENT ,"BURWOOD, CHRISTCHURCH",8083,3,2,2,424,165,2022,750,26-Nov-24,35,TRUE,"$940,000","$420,000"
5 ERIN CRESCENT ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,607,120,1960,750,21-Aug-23,25,FALSE,"$590,000","$430,000"
15 ELLESMERE STREET ,"MARSHLAND, CHRISTCHURCH",8083,4,2,-,361,-,-,750,3-Dec-24,15,TRUE,"$410,000","$410,000"
85 GEORGINA STREET ,"MARSHLAND, CHRISTCHURCH",8083,4,2,2,501,171,2016,750,7-Aug-24,21,FALSE,"$890,000","$430,000"
15 KATRINE DRIVE ,"MARSHLAND, CHRISTCHURCH",8083,4,2,2,452,161,2019,750,13-Nov-24,27,TRUE,"$860,000","$420,000"
11 LEADER STREET ,"MARSHLAND, CHRISTCHURCH",8083,4,2,2,488,184,2018,750,7-Mar-23,7,FALSE,"$890,000","$420,000"
22 LEADER STREET ,"MARSHLAND, CHRISTCHURCH",8083,4,2,2,640,235,2019,750,21-Nov-24,19,TRUE,"$1,100,000","$465,000"
9 MACKINNON STREET ,MARSHLAND,8083,4,2,2,462,204,2024,750,15-Oct-24,21,FALSE,"$970,000","$420,000"
36 TE RITO STREET ,"MARSHLAND, CHRISTCHURCH",8083,4,2,2,634,218,2014,750,14-Apr-24,7,FALSE,"$1,080,000","$530,000"
27 TIMARA CRESCENT ,"MARSHLAND, CHRISTCHURCH",8083,4,2,2,442,159,2024,750,10-Aug-24,5,FALSE,"$840,000","$420,000"
27 HORSESHOE LAKE ROAD ,"SHIRLEY, CHRISTCHURCH",8061,4,1,2,607,150,1970,750,14-Dec-23,17,FALSE,"$780,000","$585,000"
102 STAPLETONS ROAD ,"RICHMOND, CHRISTCHURCH",8013,3,1,2,991,142,1920,749,3-May-23,7,FALSE,"$710,000","$435,000"
54 PHILPOTTS ROAD ,"MAIREHAU, CHRISTCHURCH",8052,3,2,2,809,117,1950,745,16-Sep-24,8,FALSE,"$840,000","$330,000"
658B BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,3,1,1,418,130,2019,740,25-Oct-23,7,FALSE,"$800,000","$485,000"
273A INNES ROAD ,"MAIREHAU, CHRISTCHURCH",8052,4,2,2,611,200,2006,740,30-Apr-24,63,FALSE,"$990,000","$450,000"
183 GEORGINA STREET ,"MARSHLAND, CHRISTCHURCH",8083,3,2,2,495,173,2021,740,3-Jul-24,7,FALSE,"$890,000","$420,000"
147A BURWOOD ROAD ,"BURWOOD, CHRISTCHURCH",8083,4,1,2,503,201,2005,730,27-Jul-24,7,FALSE,"$770,000","$305,000"
2/54 FRANCIS AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,2,1,2,-,140,1990,730,11-Jan-24,7,FALSE,"$720,000","$370,000"
27 PRESTONS PARK DRIVE ,"MARSHLAND, CHRISTCHURCH",8083,3,2,2,476,212,2017,730,2-May-24,7,FALSE,"$980,000","$420,000"
141 SLATER STREET ,"RICHMOND, CHRISTCHURCH",8013,4,1,2,594,139,1910,730,24-Jul-24,7,FALSE,"$640,000","$300,000"
3 LAGUNA GARDENS ,"SHIRLEY, CHRISTCHURCH",8052,3,2,2,691,183,2000,730,19-Nov-24,21,TRUE,"$720,000","$440,000"
5 SELFE CRESCENT ,"BURWOOD, CHRISTCHURCH",8083,4,2,2,415,172,2023,725,15-Apr-23,7,FALSE,"$880,000","$410,000"
20 BROOKLANDS STREET ,"BURWOOD, CHRISTCHURCH",8083,4,2,2,676,197,2021,720,27-Aug-24,25,FALSE,"$990,000","$485,000"
24 BIRCHGROVE GARDENS ,"MAIREHAU, CHRISTCHURCH",8052,4,1,2,577,227,2010,720,10-Aug-23,7,FALSE,"$810,000","$460,000"
43 ELLESMERE STREET ,"MARSHLAND, CHRISTCHURCH",8083,4,2,2,458,162,2023,720,24-Nov-23,17,FALSE,"$860,000","$420,000"
16 LAMBIES STREET ,"MARSHLAND, CHRISTCHURCH",8083,4,2,2,481,172,2017,720,29-Nov-24,11,TRUE,"$890,000","$420,000"
17 RARANGA STREET ,"MARSHLAND, CHRISTCHURCH",8083,4,2,2,486,176,2014,720,17-Apr-24,7,FALSE,"$890,000","$440,000"
14 HIDEAWAY GATE ,"PARKLANDS, CHRISTCHURCH",8083,3,2,2,661,210,2000,720,15-Oct-24,7,FALSE,"$900,000","$480,000"
59 WATERSTOCK WAY ,"PARKLANDS, CHRISTCHURCH",8083,3,2,2,567,210,2015,720,21-May-24,26,FALSE,"$1,250,000","$625,000"
15 LAGUNA GARDENS ,"SHIRLEY, CHRISTCHURCH",8052,4,1,2,684,273,2000,720,20-Aug-24,7,FALSE,"$880,000","$440,000"
4 PIERCE STREET ,"MARSHLAND, CHRISTCHURCH",8083,3,2,2,452,168,2020,710,16-Aug-23,30,FALSE,"$860,000","$420,000"
6 CLAREVALE STREET ,"BURWOOD, CHRISTCHURCH",8083,4,2,2,615,94,1970,700,14-Oct-24,7,FALSE,"$700,000","$365,000"
67 KATRINE DRIVE ,"BURWOOD, CHRISTCHURCH",8083,3,2,2,408,163,2022,700,18-Jan-23,7,FALSE,"$860,000","$420,000"
24 AYLESFORD STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,589,111,1930,700,17-Oct-23,7,FALSE,"$620,000","$380,000"
43 FRANCIS AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,5,2,2,931,237,1910,700,12-Feb-24,7,FALSE,"$620,000","$560,000"
18 MINARET STREET ,"MAIREHAU, CHRISTCHURCH",8013,2,2,3,673,200,1970,700,22-Apr-24,8,FALSE,-,-
1/18 MINARET STREET ,"MAIREHAU, CHRISTCHURCH",8013,2,1,2,-,110,1975,700,10-Jul-24,7,FALSE,"$440,000","$230,000"
26 WANAKA PLACE ,"MAIREHAU, CHRISTCHURCH",8052,3,1,2,571,110,1980,700,22-Oct-24,7,FALSE,"$660,000","$400,000"
4 WHITEHALL STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,620,112,1950,700,12-Sep-24,7,FALSE,"$600,000","$410,000"
7 ELLESMERE STREET ,"MARSHLAND, CHRISTCHURCH",8083,3,2,2,361,142,2023,700,14-Apr-24,7,FALSE,"$800,000","$410,000"
2 EMMA STREET ,"MARSHLAND, CHRISTCHURCH",8083,4,2,2,500,183,2016,700,30-Jan-23,20,FALSE,"$900,000","$430,000"
9 EMMA STREET ,"MARSHLAND, CHRISTCHURCH",8083,3,2,2,650,199,2017,700,15-Nov-23,8,FALSE,"$960,000","$475,000"
12 LAMBIES STREET ,"MARSHLAND, CHRISTCHURCH",8083,4,2,2,481,174,2017,700,6-Dec-23,7,FALSE,"$890,000","$420,000"
2 TANU PLACE ,"PARKLANDS, CHRISTCHURCH",8083,4,2,2,710,272,2000,700,18-Apr-23,7,FALSE,"$950,000","$385,000"
20 BALTIMORE GREEN ,"SHIRLEY, CHRISTCHURCH",8061,3,2,2,422,164,2000,700,8-Jul-24,7,FALSE,"$750,000","$370,000"
4 CAYMAN CLOSE ,"SHIRLEY, CHRISTCHURCH",8052,3,2,2,508,150,2000,700,8-Oct-24,7,FALSE,"$690,000","$425,000"
2/19 HORSESHOE LAKE ROAD ,"SHIRLEY, CHRISTCHURCH",8061,3,1,1,-,150,1985,700,8-Sep-23,7,FALSE,"$570,000","$370,000"
86 AVONDALE ROAD ,"AVONDALE, CHRISTCHURCH",8061,3,2,2,607,109,2018,695,9-Mar-23,7,FALSE,"$610,000","$270,000"
6 LETITIA STREET ,"BURWOOD, CHRISTCHURCH",8083,3,2,2,427,152,2022,695,11-Jul-24,7,FALSE,"$830,000","$420,000"
8 LETITIA STREET ,"BURWOOD, CHRISTCHURCH",8083,3,2,2,400,153,2022,695,30-May-23,7,FALSE,"$830,000","$420,000"
311A NEW BRIGHTON ROAD ,"BURWOOD, CHRISTCHURCH",8083,4,1,2,607,220,1970,695,1-Jun-23,7,FALSE,"$730,000","$285,000"
19 EAST ELLINGTON DRIVE ,"MAIREHAU, CHRISTCHURCH",8052,4,2,2,713,201,2000,695,5-Jul-24,7,FALSE,"$800,000","$580,000"
29 ELLESMERE STREET ,"MARSHLAND, CHRISTCHURCH",8083,4,2,1,364,144,2023,695,22-Jun-23,97,FALSE,"$800,000","$410,000"
99E WARRINGTON STREET ,CHRISTCHURCH,-,3,3,1,283,147,2022,690,16-Nov-23,21,FALSE,"$810,000","$295,000"
4 LETITIA STREET ,"BURWOOD, CHRISTCHURCH",8083,3,2,2,411,160,2022,690,25-Mar-24,7,FALSE,"$840,000","$420,000"
9 SELFE CRESCENT ,"BURWOOD, CHRISTCHURCH",8083,3,2,2,415,152,2022,690,18-Sep-24,7,FALSE,"$860,000","$410,000"
11 WOODVILLE STREET ,"EDGEWARE, CHRISTCHURCH",8013,3,1,2,"1,034",120,1910,690,22-Sep-23,4,FALSE,"$1,090,000","$960,000"
25 NANCY AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,630,124,1950,690,15-Feb-24,7,FALSE,"$810,000","$410,000"
258A WESTMINSTER STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,2,2,381,100,2023,690,19-Nov-24,21,TRUE,"$670,000","$270,000"
457 PRESTONS ROAD ,"PARKLANDS, CHRISTCHURCH",8083,3,1,2,450,169,2015,690,29-Feb-24,7,FALSE,"$870,000","$520,000"
17 ERIN CRESCENT ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,470,121,1960,685,21-Aug-24,7,FALSE,"$570,000","$350,000"
73 BURWOOD ROAD ,"BURWOOD, CHRISTCHURCH",8083,3,2,2,450,172,2010,680,30-May-24,7,FALSE,"$750,000","$310,000"
2 CHARTWELL STREET ,"BURWOOD, CHRISTCHURCH",8083,4,2,2,-,160,1990,680,3-Dec-24,7,TRUE,"$630,000","$230,000"
1/4B WICHITA PLACE ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,-,170,1980,680,7-Sep-24,7,FALSE,"$680,000","$245,000"
167 HILLS ROAD ,"EDGEWARE, CHRISTCHURCH",8013,4,2,2,632,120,1920,680,21-Mar-23,7,FALSE,"$690,000","$460,000"
28 BIRCHGROVE GARDENS ,"MAIREHAU, CHRISTCHURCH",8052,3,2,2,533,180,2000,680,11-Oct-24,7,FALSE,"$730,000","$450,000"
14 FERNBROOK PLACE ,"MAIREHAU, CHRISTCHURCH",8013,4,2,2,535,181,1980,680,25-Jul-24,7,FALSE,"$780,000","$450,000"
29 KELLYS ROAD ,"MAIREHAU, CHRISTCHURCH",8052,4,1,2,432,142,1950,680,3-Oct-24,7,FALSE,"$600,000","$330,000"
33 SPEIGHT STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,1,637,110,1920,680,1-Aug-24,7,FALSE,"$680,000","$410,000"
81 GEORGINA STREET ,"MARSHLAND, CHRISTCHURCH",8083,4,2,2,500,185,2017,680,3-Sep-24,35,FALSE,"$920,000","$430,000"
184 GEORGINA STREET ,"MARSHLAND, CHRISTCHURCH",8083,3,2,2,500,161,2021,680,27-May-24,7,FALSE,"$860,000","$420,000"
34 HAMMERSLEY AVENUE ,"SHIRLEY, CHRISTCHURCH",8013,4,1,2,855,170,1960,679,7-Mar-24,16,FALSE,"$620,000","$525,000"
46A COOPERS ROAD ,"DALLINGTON, CHRISTCHURCH",8061,4,2,2,705,250,1980,675,3-Mar-23,7,FALSE,"$690,000","$250,000"
42A AYLESFORD STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,2,2,455,185,2021,675,7-Feb-23,7,FALSE,"$900,000","$330,000"
15 ETHNE STREET ,"MAIREHAU, CHRISTCHURCH",8013,2,1,1,632,120,1950,675,23-Feb-24,8,FALSE,"$740,000","$420,000"
10 TE AIKA STREET ,"MARSHLAND, CHRISTCHURCH",8083,4,2,2,466,184,2014,675,11-Mar-24,7,FALSE,"$890,000","$455,000"
162 STAPLETONS ROAD ,"RICHMOND, CHRISTCHURCH",8013,4,2,2,520,163,2005,675,9-Jun-23,17,FALSE,"$645,000","$275,000"
99B WARRINGTON STREET ,CHRISTCHURCH,-,3,3,1,195,147,2022,670,19-Jan-24,7,FALSE,"$800,000","$285,000"
90 AYLESFORD STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,1,-,110,1920,670,24-Nov-24,16,TRUE,"$570,000","$310,000"
1 PAMIR STREET ,"MAIREHAU, CHRISTCHURCH",8052,3,1,1,637,110,1940,670,25-Oct-24,7,FALSE,"$710,000","$430,000"
13 WHITEHALL STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,793,134,1960,670,5-Nov-24,21,FALSE,"$680,000","$410,000"
11 MCSAVENEYS ROAD ,"MARSHLAND, CHRISTCHURCH",8051,4,1,2,809,120,1950,670,1-May-24,7,FALSE,"$640,000","$405,000"
17 MCSAVENEYS ROAD ,"MARSHLAND, CHRISTCHURCH",8051,3,1,1,809,108,1950,670,30-Jan-24,7,FALSE,"$700,000","$405,000"
25 HAVANA GARDENS ,"SHIRLEY, CHRISTCHURCH",8052,4,2,2,421,168,2000,670,13-Jun-24,17,FALSE,"$670,000","$335,000"
139 GEORGINA STREET ,"MARSHLAND, CHRISTCHURCH",8083,3,2,2,462,173,2021,665,6-Jun-23,26,FALSE,"$890,000","$420,000"
19 BELFIELD STREET ,"DALLINGTON, CHRISTCHURCH",8061,3,2,1,627,97,1950,660,4-Oct-24,7,FALSE,"$510,000","$240,000"
2 ELLESMERE STREET ,"MARSHLAND, CHRISTCHURCH",8083,4,2,2,501,205,2017,660,10-Jul-23,7,FALSE,"$980,000","$430,000"
11 CARLSEN STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,1,370,101,2014,650,3-May-24,38,FALSE,"$580,000","$230,000"
9C KIRNER STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,942,99,1960,650,3-Jun-23,15,FALSE,"$660,000","$365,000"
57 LAKEWOOD DRIVE ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,594,200,1990,650,27-Aug-24,30,FALSE,"$700,000","$370,000"
17 PARNWELL STREET ,"BURWOOD, CHRISTCHURCH",8083,3,2,2,812,118,2014,650,14-May-24,7,FALSE,"$580,000","$295,000"
29 SELFE CRESCENT ,"BURWOOD, CHRISTCHURCH",8083,3,2,2,400,169,2023,650,3-Apr-23,15,FALSE,"$870,000","$410,000"
30 SELFE CRESCENT ,"BURWOOD, CHRISTCHURCH",8083,3,2,2,409,165,2022,650,4-Apr-23,7,FALSE,"$890,000","$420,000"
1/25 YELLOWSTONE CRESCENT ,"BURWOOD, CHRISTCHURCH",8083,3,2,1,-,150,1970,650,2-Feb-24,7,FALSE,"$580,000","$245,000"
144 HILLS ROAD ,"EDGEWARE, CHRISTCHURCH",8013,4,1,1,655,120,1910,650,5-Dec-23,8,FALSE,"$810,000","$505,000"
14 ARCHER STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,2,1,684,120,1920,650,2-Aug-24,11,FALSE,"$700,000","$370,000"
19 BIRCHGROVE GARDENS ,"MAIREHAU, CHRISTCHURCH",8052,3,2,2,539,205,2009,650,26-Jun-23,7,FALSE,"$760,000","$450,000"
20 BRIGGS ROAD ,"MAIREHAU, CHRISTCHURCH",8052,3,2,1,845,134,1950,650,19-Nov-24,21,TRUE,"$685,000","$390,000"
21 FERGUSSON AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,868,124,1920,650,20-Jun-24,7,FALSE,"$660,000","$400,000"
460 INNES ROAD ,"MAIREHAU, CHRISTCHURCH",8052,3,1,2,615,110,1950,650,11-Mar-24,7,FALSE,"$590,000","$400,000"
468 INNES ROAD ,"MAIREHAU, CHRISTCHURCH",8052,3,1,1,615,172,1950,650,18-Jul-24,7,FALSE,"$700,000","$400,000"
66 KENSINGTON AVENUE ,"MAIREHAU, CHRISTCHURCH",8013,3,2,1,610,150,1940,650,3-Feb-23,7,FALSE,"$520,000","$420,000"
6 MANUKA STREET ,"MAIREHAU, CHRISTCHURCH",8013,4,1,2,761,153,1955,650,7-Nov-24,7,FALSE,"$700,000","$410,000"
88A PHILPOTTS ROAD ,"MAIREHAU, CHRISTCHURCH",8052,3,1,2,911,120,1975,650,19-Jan-24,7,FALSE,"$590,000","$375,000"
6 RISELAW STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,1,860,82,1940,650,18-Nov-24,28,TRUE,"$455,000","$265,000"
281 WESTMINSTER STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,809,130,1965,650,25-Sep-23,7,FALSE,"$680,000","$400,000"
10 WHITEHALL STREET ,"MAIREHAU, CHRISTCHURCH",8013,3,1,1,845,110,1950,650,6-Dec-24,4,TRUE,"$630,000","$400,000"
17 BELLBIRD LANE ,"MARSHLAND, CHRISTCHURCH",8083,3,3,2,177,158,2016,650,13-Jul-23,7,FALSE,"$740,000","$360,000"
32 KARERE AVENUE ,"MARSHLAND, CHRISTCHURCH",8083,4,2,2,458,170,2018,650,29-Apr-23,7,FALSE,"$880,000","$455,000"
66 PRESTONS PARK DRIVE ,"MARSHLAND, CHRISTCHURCH",8083,3,2,2,481,173,2018,650,22-Feb-23,7,FALSE,"$900,000","$420,000"
8 TE KEREME STREET ,"MARSHLAND, CHRISTCHURCH",8083,3,2,2,455,150,2017,650,15-Sep-23,7,FALSE,"$850,000","$455,000"
40 TE KORARI STREET ,"MARSHLAND, CHRISTCHURCH",8083,3,2,2,498,152,2015,650,1-Mar-24,7,FALSE,"$830,000","$460,000"
8 LEN HALE PLACE ,"PARKLANDS, CHRISTCHURCH",8083,3,1,2,450,180,2000,650,26-Jul-24,7,FALSE,"$800,000","$420,000"
104 PETRIE STREET ,"RICHMOND, CHRISTCHURCH",8013,3,2,2,647,144,1930,650,19-Feb-24,7,FALSE,"$725,000","$300,000"
10 CLEARBROOK STREET ,"SHIRLEY, CHRISTCHURCH",8052,3,2,2,531,180,2010,650,5-Aug-23,7,FALSE,"$700,000","$350,000"
3/61 MARSHLAND ROAD ,"SHIRLEY, CHRISTCHURCH",8061,3,2,-,128,114,2020,650,7-Feb-24,7,FALSE,"$740,000","$190,000"
4 PEPPERWOOD PLACE ,"SHIRLEY, CHRISTCHURCH",8061,3,2,2,560,200,1990,650,13-Jun-24,7,FALSE,"$800,000","$400,000"
5 SABINA STREET ,"SHIRLEY, CHRISTCHURCH",8013,4,3,2,627,170,2016,650,31-Oct-23,7,FALSE,"$770,000","$290,000"
14 VARDON CRESCENT ,"SHIRLEY, CHRISTCHURCH",8061,3,1,2,615,110,1960,650,19-Mar-24,7,FALSE,"$590,000","$340,000"
44 MAHARS ROAD ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,637,169,2023,649,28-Nov-23,7,FALSE,"$910,000","$430,000"
2/112 EDWARD AVENUE ,"EDGEWARE, CHRISTCHURCH",8013,3,1,1,-,115,2017,645,19-Jan-24,7,FALSE,"$660,000","$220,000"
346 INNES ROAD ,"MAIREHAU, CHRISTCHURCH",8052,2,1,1,653,118,1950,645,3-Nov-23,7,FALSE,"$760,000","$410,000"
5 CLAREVALE STREET ,"BURWOOD, CHRISTCHURCH",8083,4,1,1,615,150,1970,640,6-Apr-23,7,FALSE,"$610,000","$365,000"
26 KIRNER STREET ,"BURWOOD, CHRISTCHURCH",8083,3,1,3,612,103,1960,640,5-Jun-24,7,FALSE,"$680,000","$355,000"
1 NEDERLAND AVENUE ,"BURWOOD, CHRISTCHURCH",8083,3,1,2,-,160,1990,640,6-Nov-24,7,FALSE,"$770,000","$410,000"
12A CHEAM STREET ,"DALLINGTON, CHRISTCHURCH",8061,4,2,1,515,160,1990,640,11-Jun-24,29,FALSE,"$615,000","$260,000"
23 SUTTON PLACE ,"DALLINGTON, CHRISTCHURCH",8061,4,1,2,659,206,2000,640,5-Dec-24,5,TRUE,"$465,000","$350,000"
26 FERNBROOK PLACE ,"MAIREHAU, CHRISTCHURCH",8013,3,1,2,581,200,1980,640,20-Feb-24,7,FALSE,"$670,000","$450,000"
