Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (m²),Floor Size (m²),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value
11A GEORGE STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,225,154,1995,1050,6-Dec-23,8,False,"$710,000","$350,000"
2/104 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,5,2,2,333,140,1995,1050,18-Mar-24,7,False,"$660,000","$380,000"
73 MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,3,673,123,1920,1050,23-Dec-23,7,False,"$1,200,000","$820,000"
42 PIKO CRESCENT ,"RICCARTON, CHRISTCHURCH",8041,1,1,2,450,179,2000,1050,28-Jul-23,7,False,"$810,000","$385,000"
8 REX STREET ,"RICCARTON, CHRISTCHURCH",8041,5,2,1,218,120,2000,1050,7-Dec-23,7,False,"$620,000","$325,000"
64 WAINUI STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,541,100,1940,1050,30-Sep-24,7,False,"$720,000","$650,000"
16B ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,4,1,1,288,175,2000,1020,7-Aug-23,7,False,"$780,000","$345,000"
47 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,5,2,2,830,194,1920,1020,28-Jul-23,7,False,"$1,260,000","$1,220,000"
21 BROADBENT STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,630,130,1940,1000,29-Oct-24,22,False,"$750,000","$720,000"
116 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,5,2,2,324,114,1995,1000,22-Jul-24,7,False,"$680,000","$380,000"
14A ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,3,427,149,2004,1000,2-Oct-24,7,False,"$820,000","$460,000"
29 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,273,167,2005,1000,19-Aug-24,7,False,"$840,000","$340,000"
31 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,5,2,1,306,167,2005,1000,22-Jul-24,7,False,"$860,000","$360,000"
103 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,175,110,2005,1000,30-Sep-24,7,False,"$620,000","$275,000"
26 EUSTON STREET ,"RICCARTON, CHRISTCHURCH",8041,4,1,1,809,171,1910,1000,30-Aug-23,7,False,"$700,000","$620,000"
3/32 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,-,68,1970,1000,16-Jun-23,4,False,"$440,000","$325,000"
95B MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,2,238,182,2000,1000,9-Sep-23,7,False,"$850,000","$350,000"
236A BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,402,148,2000,995,24-Jun-24,7,False,"$720,000","$335,000"
42 RATA STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,2,708,194,1930,995,6-Aug-24,8,False,"$1,770,000","$1,240,000"
105A ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,5,2,1,242,116,2005,980,29-Jan-24,63,False,"$715,000","$335,000"
31 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,187,144,2006,975,18-Jul-24,7,False,"$710,000","$305,000"
202 BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,723,130,1940,960,21-Aug-24,7,False,"$620,000","$520,000"
122 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,5,2,1,330,111,2000,960,17-Jul-24,7,False,"$640,000","$400,000"
12 JOHN BRITTEN LANE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,191,189,2019,960,27-Nov-24,18,True,"$1,360,000","$540,000"
21 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,233,159,2000,950,27-Nov-24,295,True,"$830,000","$425,000"
4/85 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,3,1,232,143,2021,950,16-Jul-24,313,False,"$780,000","$380,000"
31A DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,219,158,2000,950,5-Sep-24,7,False,"$820,000","$510,000"
100 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,296,120,2000,950,19-Sep-24,7,False,"$780,000","$370,000"
120D ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,375,114,2000,950,22-Oct-24,7,False,"$640,000","$400,000"
4B GEORGE STREET ,"RICCARTON, CHRISTCHURCH",8041,3,4,1,156,157,2022,950,19-Dec-23,8,False,"$760,000","$305,000"
25 JANE DEANS CLOSE ,"RICCARTON, CHRISTCHURCH",8011,4,2,2,785,270,1990,950,3-Sep-24,7,False,"$1,650,000","$1,020,000"
2/19 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,140,1990,950,22-Jul-24,7,False,"$965,000","$465,000"
5/51 MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,4,4,1,155,160,2024,950,4-Jun-24,22,False,"$810,000","$290,000"
1/5 TARA STREET ,"RICCARTON, CHRISTCHURCH",8041,4,1,-,-,200,1950,950,30-Aug-24,7,False,"$660,000","$270,000"
9 TONGA PLACE ,"RICCARTON, CHRISTCHURCH",8041,5,2,-,376,115,2000,950,20-Dec-23,4,False,"$690,000","$340,000"
15A PAEROA STREET ,"RICCARTON, CHRISTCHURCH",8041,4,1,2,383,193,2000,930,4-Sep-24,7,False,"$680,000","$340,000"
88 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,3,2,196,209,2006,925,20-Aug-24,7,False,"$830,000","$380,000"
108A ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,5,2,1,243,110,2000,925,30-Jul-24,7,False,"$680,000","$335,000"
17 PAEROA STREET ,"RICCARTON, CHRISTCHURCH",8041,5,2,2,449,146,1940,925,20-Jul-24,7,False,"$710,000","$380,000"
8B REX STREET ,"RICCARTON, CHRISTCHURCH",8041,5,1,2,357,121,2000,920,25-Sep-24,7,False,"$640,000","$340,000"
86 WAINUI STREET ,"RICCARTON, CHRISTCHURCH",8041,4,1,1,394,181,2000,920,26-Jul-24,7,False,"$800,000","$380,000"
2B BRADSHAW TERRACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,293,171,2000,900,14-Nov-23,7,False,"$1,060,000","$650,000"
114 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,5,2,-,291,114,1990,900,2-Aug-24,7,False,"$660,000","$360,000"
114B ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,5,2,-,296,120,1990,900,15-Oct-24,7,False,"$650,000","$370,000"
17 EUSTON STREET ,"RICCARTON, CHRISTCHURCH",8041,4,1,2,784,141,1910,900,6-Mar-24,7,False,"$700,000","$550,000"
2/141 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,5,1,2,-,98,2019,900,17-Jul-23,7,False,"$590,000","$350,000"
1/49 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,5,2,-,253,142,1970,900,26-Jul-24,7,False,"$590,000","$340,000"
17 PIKO CRESCENT ,"RICCARTON, CHRISTCHURCH",8041,4,1,2,708,102,1940,900,7-Jul-23,7,False,"$630,000","$500,000"
1/16 TIKA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,-,120,1940,900,11-Aug-23,22,False,"$590,000","$340,000"
30 TIKA STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,1,487,155,1940,900,7-Jul-23,7,False,"$680,000","$380,000"
29 STRAVEN ROAD ,"RICCARTON, CHRISTCHURCH",8011,4,3,2,450,278,2000,899,4-Jul-23,19,False,"$1,380,000","$860,000"
61 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,4,1,2,587,198,1920,890,26-Sep-24,7,False,"$1,180,000","$990,000"
31A PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,186,144,2006,890,17-Jul-23,7,False,"$700,000","$290,000"
74 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,5,2,2,567,150,2024,890,26-Jul-24,7,False,"$1,740,000","$720,000"
120 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,1,630,120,1940,880,19-Sep-24,7,False,"$730,000","$495,000"
8A REX STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,191,114,2000,880,11-Aug-23,15,False,"$610,000","$325,000"
93 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,1,2,-,784,140,1910,875,5-Jul-24,7,False,"$1,020,000","$890,000"
41 MATAI STREET ,"RICCARTON, CHRISTCHURCH",8011,4,3,2,-,210,1990,875,7-Dec-23,7,False,"$1,030,000","$680,000"
28B MAYFAIR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,229,150,1990,875,16-Sep-23,7,False,"$940,000","$390,000"
1/90 MATAI STREET ,"RICCARTON, CHRISTCHURCH",8011,4,2,2,-,210,1990,870,13-Jun-24,58,False,"$1,050,000","$780,000"
2/49 MAXWELL STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,2,220,157,2015,860,11-Oct-24,7,False,"$800,000","$305,000"
14 AYR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,156,173,2020,850,6-Sep-23,7,False,"$1,250,000","$540,000"
1/27 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,-,97,1975,850,1-Aug-23,127,False,"$570,000","$280,000"
75A HINAU STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,873,152,1950,850,16-Sep-23,7,False,"$1,140,000","$1,020,000"
1/77 HINAU STREET ,"RICCARTON, CHRISTCHURCH",8041,4,1,2,-,210,1990,850,10-Jan-23,7,False,"$1,010,000","$560,000"
5A KAWAKA STREET ,"RICCARTON, CHRISTCHURCH",8041,5,1,-,464,120,1999,850,8-Aug-23,7,False,"$620,000","$350,000"
2/40 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,3,3,72,254,180,2023,850,6-Aug-24,7,False,"$1,220,000","$570,000"
93 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,5,2,1,-,134,1920,850,5-Jul-24,7,False,"$660,000","$530,000"
9 OAKFORD CLOSE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,140,1990,850,11-Jun-24,14,False,"$720,000","$360,000"
1/8 PAEROA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,-,-,120,1940,850,28-Jul-24,7,False,"$580,000","$305,000"
101 RATTRAY STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,394,134,1930,850,30-Oct-23,7,False,"$680,000","$430,000"
14 RIMU STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,2,450,212,2000,850,14-Nov-24,24,True,"$1,330,000","$920,000"
30 PIKO CRESCENT ,"RICCARTON, CHRISTCHURCH",8041,5,2,1,865,120,1940,825,29-Oct-23,7,False,"$760,000","$600,000"
1/44 STRAVEN ROAD ,"RICCARTON, CHRISTCHURCH",8011,4,2,2,-,255,1990,825,18-Apr-23,7,False,"$1,150,000","$710,000"
176A BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,5,2,1,298,134,2013,820,28-Jul-23,7,False,"$620,000","$315,000"
1/36 RATA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,5,2,469,367,2021,820,29-May-23,8,False,"$2,340,000","$870,000"
216 RICCARTON ROAD ,"RICCARTON, CHRISTCHURCH",8041,5,2,4,673,260,2015,820,1-Aug-24,7,False,"$1,260,000","$890,000"
2/85 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,3,1,174,140,2021,800,8-May-24,7,False,"$760,000","$380,000"
138B CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,5,2,2,-,100,1980,800,7-Sep-24,7,False,"$550,000","$305,000"
98 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,4,3,2,268,211,2007,800,28-Mar-24,7,False,"$890,000","$380,000"
3/116 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,256,90,1990,800,30-Jul-24,7,False,"$570,000","$350,000"
11/11A EUSTON STREET ,"RICCARTON, CHRISTCHURCH",8041,4,1,1,809,160,1910,800,26-Jul-24,7,False,"$950,000","$570,000"
15 EUSTON STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,1,366,140,1910,800,26-Jul-24,7,False,"$690,000","$340,000"
105A HINAU STREET ,"RICCARTON, CHRISTCHURCH",8041,4,1,2,632,115,1950,800,21-May-24,11,False,"$1,030,000","$920,000"
3/18 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,4,2,2,-,152,2017,800,14-Nov-24,24,True,"$860,000","$465,000"
1/40 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,3,3,2,214,180,2023,800,23-May-24,29,False,"$1,220,000","$570,000"
1/87 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,4,3,2,241,180,2017,800,5-Dec-23,7,False,"$870,000","$335,000"
79A MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,2,166,185,2012,800,27-Mar-24,7,False,"$780,000","$305,000"
140 TOTARA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,604,131,1930,799,18-Jul-23,7,False,"$980,000","$870,000"
7 TONGA PLACE ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,383,115,2000,795,1-Feb-23,7,False,"$660,000","$325,000"
77 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,5,2,-,564,203,2000,790,4-Sep-23,7,False,"$1,290,000","$680,000"
5/49 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,5,2,-,186,120,2015,790,25-Mar-24,22,False,"$650,000","$290,000"
27 PIKO CRESCENT ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,931,125,1940,790,27-Jun-24,7,False,"$700,000","$660,000"
1/35 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,5,1,-,-,120,1990,780,2-Aug-24,7,False,"$510,000","$315,000"
1/69 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,5,3,3,766,240,1960,780,17-Jul-24,7,False,-,-
63 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,875,120,1950,780,16-Aug-23,7,False,"$1,110,000","$1,080,000"
26 OAKFORD CLOSE ,"RICCARTON, CHRISTCHURCH",8011,4,2,2,308,165,2000,780,4-Oct-23,7,False,"$800,000","$425,000"
2/165 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,2,-,240,1990,780,5-Dec-24,3,True,"$900,000","$340,000"
8A KONINI STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,3,561,217,1989,775,28-Apr-23,44,False,"$1,030,000","$740,000"
25 CENTENNIAL AVENUE ,"RICCARTON, CHRISTCHURCH",8041,4,1,1,379,100,1940,770,6-Aug-24,7,False,"$600,000","$325,000"
11 CENTENNIAL AVENUE ,"RICCARTON, CHRISTCHURCH",8041,4,1,1,330,110,1940,760,20-Jul-24,7,False,"$570,000","$335,000"
11A CENTENNIAL AVENUE ,"RICCARTON, CHRISTCHURCH",8041,4,1,1,394,114,2016,760,14-Jul-23,2,False,"$670,000","$335,000"
9/77 DEANS AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,3,1,136,87,2024,760,20-Oct-24,7,False,"$830,000","$310,000"
1/30 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,-,144,1915,760,4-Oct-24,7,False,"$650,000","$540,000"
8 KAHU ROAD ,"RICCARTON, CHRISTCHURCH",8041,4,2,2,815,160,1930,760,15-Aug-24,24,False,"$1,190,000","$1,160,000"
1/4 PUNA STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,-,-,100,1940,760,28-Jul-23,7,False,"$580,000","$360,000"
3/15 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,3,4,1,183,169,2020,750,20-Dec-22,7,False,"$840,000","$380,000"
4/15 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,3,4,1,185,169,2020,750,7-Nov-23,51,False,"$840,000","$380,000"
46D DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,2,625,170,2000,750,4-Jan-24,7,False,"$810,000","$380,000"
4/18 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,130,120,2024,750,22-Oct-24,7,False,"$760,000","$255,000"
22 GEORGE STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,2,222,154,2006,750,12-Jan-24,7,False,"$790,000","$340,000"
22A GEORGE STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,308,154,2006,750,25-Jan-24,7,False,"$810,000","$340,000"
8 KAURI STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,2,508,190,1920,750,1-Jun-24,3,False,"$960,000","$940,000"
44C KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,112,146,2024,750,25-Jul-24,7,False,"$960,000","$460,000"
2/51 MAXWELL STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,129,95,2023,750,8-Aug-24,23,False,"$730,000","$305,000"
94 RATTRAY STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,4,941,270,-,750,19-Jul-24,7,False,-,-
1/43 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,2,-,91,1970,745,12-Sep-24,8,False,"$370,000","$300,000"
1/36 EUSTON STREET ,"RICCARTON, CHRISTCHURCH",8041,4,1,1,-,160,1950,740,20-Jul-24,7,False,"$670,000","$380,000"
89 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,4,1,2,404,107,1920,740,4-Sep-24,21,False,"$620,000","$550,000"
10A NIKAU PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,402,190,1990,740,11-Jul-24,7,False,"$975,000","$940,000"
39 STRAVEN ROAD ,"RICCARTON, CHRISTCHURCH",8011,4,1,1,759,143,1940,740,11-Oct-24,7,False,"$1,100,000","$1,060,000"
1/33 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,2,168,135,2016,730,11-Oct-24,7,False,"$820,000","$305,000"
1/19 EUSTON STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,-,143,1910,730,27-Aug-24,23,False,"$630,000","$360,000"
2A GEORGE STREET ,"RICCARTON, CHRISTCHURCH",8041,4,4,1,-,996,2022,730,2-Dec-24,51,True,"$770,000","$305,000"
5/15 GEORGE STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,2,241,179,2013,730,28-Aug-24,7,False,"$840,000","$325,000"
81 MATAI STREET ,"RICCARTON, CHRISTCHURCH",8011,4,1,2,516,250,1990,730,10-Nov-23,7,False,"$1,140,000","$1,110,000"
3/40 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,3,1,149,132,2016,720,24-Feb-23,30,False,"$700,000","$340,000"
2/16 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,113,92,2014,720,20-Jul-24,7,False,"$610,000","$255,000"
5/69 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,1,147,129,2024,720,4-Dec-24,4,True,"$730,000","$260,000"
4A GEORGE STREET ,"RICCARTON, CHRISTCHURCH",8041,4,5,1,201,169,2022,720,14-May-24,13,False,"$770,000","$305,000"
90A MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,199,169,2000,720,8-Jan-24,7,False,"$700,000","$325,000"
1/40 MAXWELL STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,-,721,270,1990,720,3-Oct-24,7,False,-,-
2/110 RATTRAY STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,-,130,1990,720,14-Aug-24,7,False,"$630,000","$360,000"
14A AYR STREET ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,161,152,2020,700,10-Jan-24,7,False,"$1,150,000","$540,000"
3/15 AYR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,140,1990,700,8-Oct-24,7,False,"$730,000","$360,000"
6/4 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,180,1990,700,21-Oct-23,7,False,"$740,000","$335,000"
5/27 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,97,1975,700,18-Jul-24,139,False,"$570,000","$280,000"
2/35 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,5,1,-,-,120,1990,700,28-Jul-23,7,False,"$510,000","$280,000"
31B DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,240,158,2000,700,15-Mar-23,7,False,"$820,000","$510,000"
2/45 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,2,1,67,81,2021,700,6-Mar-24,7,False,"$680,000","$280,000"
30E LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,1,-,142,2006,700,1-Apr-24,32,False,"$710,000","$305,000"
79B MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,165,159,2012,700,18-Dec-23,7,False,"$800,000","$305,000"
4/45 MAXWELL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,1,157,134,2019,700,20-Oct-23,7,False,"$820,000","$305,000"
1/49 MAXWELL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,2,182,147,2015,700,8-Aug-24,7,False,"$770,000","$315,000"
8A MONA VALE AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,193,1990,700,8-May-24,7,False,"$920,000","$760,000"
44A PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,1,207,156,2022,700,19-Dec-23,5,False,"$840,000","$330,000"
2/49 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,4,1,-,132,98,1973,700,26-Jul-24,7,False,"$465,000","$265,000"
3/49 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,4,1,-,133,98,1973,700,26-Jul-24,7,False,"$465,000","$265,000"
4/49 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,4,1,-,138,98,1973,700,26-Jul-24,7,False,"$465,000","$265,000"
22 PIKO CRESCENT ,"RICCARTON, CHRISTCHURCH",8041,4,2,-,589,103,1940,700,16-Aug-24,7,False,"$700,000","$440,000"
34 STRAVEN ROAD ,"RICCARTON, CHRISTCHURCH",8011,4,2,4,"1,045",233,1910,700,27-Jul-23,7,False,"$1,360,000","$1,320,000"
41 WAINUI STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,723,180,1930,700,30-Oct-23,7,False,"$770,000","$695,000"
37D CENTENNIAL AVENUE ,"RICCARTON, CHRISTCHURCH",8041,3,2,1,242,141,2020,695,29-Nov-24,29,True,"$850,000","$270,000"
3/69 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,1,147,129,2024,695,25-Oct-24,7,False,"$730,000","$260,000"
66A MATIPO STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,174,149,2000,695,28-Jul-23,7,False,"$810,000","$360,000"
