Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (m²),Floor Size (m²),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value
9 BLAKE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,1,1,506,90,1940,320.0,28-Jan-20,7,False,415000.0,275000.0
21 BLAKE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,2,2,554,177,2000,795.0,26-Nov-24,26,False,740000.0,285000.0
24B BLAKE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,248,70,1975,465.0,28-Oct-23,7,False,380000.0,180000.0
34 BLAKE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,673,110,1970,500.0,14-Nov-21,7,False,690000.0,285000.0
42 BLAKE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,2,506,62,1920,435.0,27-Oct-22,7,False,440000.0,215000.0
66 BLAKE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,3,-,120,1980,250.0,21-Feb-22,7,False,510000.0,245000.0
70 BLAKE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,2,-,574,115,2017,495.0,23-Apr-21,7,False,660000.0,260000.0
19 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,-,1,2,164,60,1980,14400.0,19-Mar-23,7,False,145000.0,100000.0
2/41 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,90,1970,425.0,25-Oct-22,7,False,500000.0,195000.0
47 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,-,-,-,463,280,1910,250.0,17-Sep-19,7,False,375000.0,270000.0
51 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,1,2,-,362,101,1930,420.0,02-Mar-21,7,False,540000.0,190000.0
54 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,1,1,2,506,145,2018,800.0,26-Dec-24,157,False,820000.0,220000.0
80 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,4,1,2,508,187,2000,680.0,26-Oct-23,7,False,780000.0,270000.0
82 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,4,1,2,485,194,2000,650.0,13-Dec-22,22,False,790000.0,250000.0
84 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,4,1,2,443,197,2000,690.0,14-Oct-24,7,False,790000.0,250000.0
103 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,506,70,1930,340.0,17-May-19,8,False,490000.0,270000.0
104 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,4,3,2,506,147,2015,1200.0,11-Dec-23,120,False,740000.0,220000.0
113 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,-,548,90,1945,385.0,08-Nov-19,7,False,520000.0,250000.0
119 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,506,100,1940,410.0,20-Mar-20,26,False,575000.0,235000.0
120 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,3,857,170,2000,400.0,28-Mar-22,25,False,670000.0,320000.0
125 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,548,72,1920,380.0,07-Oct-20,16,False,460000.0,245000.0
148 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,506,130,1940,450.0,20-Dec-19,32,False,590000.0,245000.0
1/150 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,60,1970,420.0,24-Jun-22,7,False,235000.0,205000.0
1/155 BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,2,506,150,1970,335.0,23-Sep-19,7,False,,
182A BOWHILL ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,779,170,1970,570.0,20-May-22,7,False,600000.0,275000.0
15 BRIDGE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8062,2,1,1,531,70,1930,,06-Sep-19,302,False,390000.0,300000.0
19 BRIDGE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8062,3,1,2,531,103,1940,150.0,21-Nov-18,8,False,470000.0,345000.0
59 BRIDGE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8062,2,1,2,400,65,1980,400.0,26-Sep-20,15,False,455000.0,330000.0
81 BRIDGE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8062,3,1,2,905,110,1960,520.0,10-Jul-23,7,False,590000.0,285000.0
92 BRIDGE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,"2,054",141,1950,380.0,05-May-20,12,False,640000.0,445000.0
110 BRIDGE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,812,100,1970,465.0,03-Feb-20,12,False,550000.0,270000.0
114 BRIDGE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,2,1,555,102,1970,430.0,08-Apr-20,7,False,560000.0,265000.0
119A BRIDGE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8062,3,1,1,361,87,2019,580.0,06-Sep-23,7,False,630000.0,260000.0
125 BRIDGE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8062,3,1,2,783,126,2015,470.0,25-Mar-19,15,False,710000.0,280000.0
60 BRIGHTON MALL ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,1,20,"1,122",520,1976,30000.0,18-Dec-20,2,False,1000000.0,450000.0
77 BRIGHTON MALL ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,3,6,788,630,1979,32000.0,12-Oct-22,315,False,1370000.0,530000.0
91 BRIGHTON MALL ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,1,-,"1,244","1,670",1964,,04-Sep-19,43,False,2260000.0,520000.0
92 BRIGHTON MALL ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,1,2,185,90,1950,,09-Jun-21,7,False,260000.0,90000.0
121 BRIGHTON MALL ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,6,-,637,510,1970,8825.0,12-Jun-23,40,False,435000.0,275000.0
140 BRIGHTON MALL ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,5,32,"1,938","1,225",1980,21500.0,12-May-22,8,False,1500000.0,760000.0
7/19 COLLINGWOOD STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,80,2000,345.0,29-Nov-19,15,False,410000.0,170000.0
26 COLLINGWOOD STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,2,506,80,1925,560.0,26-Mar-24,7,False,410000.0,255000.0
33 COLLINGWOOD STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,1,-,759,141,1905,520.0,22-Nov-22,7,False,540000.0,315000.0
2/54 COLLINGWOOD STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,60,1975,420.0,25-Sep-23,7,False,380000.0,210000.0
9 CONVOY STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,436,101,1905,440.0,15-Sep-21,7,False,440000.0,300000.0
4 CROMER PLACE ,"NEW BRIGHTON, CHRISTCHURCH",8062,3,1,1,607,110,1960,620.0,14-Jun-24,15,False,590000.0,285000.0
15 DENNITT STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,607,154,2019,399.0,26-Mar-19,50,False,960000.0,275000.0
7 ESTUARY ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,1,506,89,1910,440.0,13-Jan-23,7,False,530000.0,310000.0
11 ESTUARY ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,898,96,1950,600.0,11-Oct-23,7,False,640000.0,320000.0
26 ESTUARY ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,552,104,1950,475.0,03-Mar-21,7,False,540000.0,250000.0
27A ESTUARY ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,2,2,445,178,2000,530.0,09-Mar-23,7,False,710000.0,270000.0
27B ESTUARY ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,2,2,445,178,2000,500.0,06-Feb-20,7,False,630000.0,270000.0
28 ESTUARY ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,1,2,629,150,1940,470.0,07-Dec-19,9,False,680000.0,250000.0
33 ESTUARY ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,1,1,-,430,64,1930,390.0,19-Jun-19,6,False,410000.0,260000.0
57 ESTUARY ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,508,80,1940,400.0,24-Jun-19,15,False,490000.0,300000.0
58 ESTUARY ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,1,1,-,506,42,1920,300.0,14-Aug-20,7,False,430000.0,240000.0
68 ESTUARY ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,2,2,612,140,2000,400.0,25-Jan-22,7,False,760000.0,300000.0
7/71 ESTUARY ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,60,1960,220.0,17-Jul-19,8,False,295000.0,165000.0
10/71 ESTUARY ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,60,1960,510.0,17-Jul-24,7,False,405000.0,200000.0
1/72 ESTUARY ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,2,2,974,230,-,395.0,04-Jun-20,21,False,,
80 ESTUARY ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,1,2,-,240,1980,550.0,17-Apr-21,7,False,640000.0,310000.0
82 ESTUARY ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8061,1,-,3,-,97,1950,,27-Feb-22,12,False,335000.0,200000.0
11 FALCON STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,506,71,1910,350.0,26-Sep-23,7,False,490000.0,240000.0
45 FALCON STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,759,91,1930,600.0,25-May-24,7,False,530000.0,295000.0
47A FALCON STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,1,-,110,1990,440.0,28-Nov-18,46,False,560000.0,210000.0
30 GRANTLEY STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,2,"1,062",210,1975,295.0,01-Dec-20,7,False,680000.0,365000.0
1/55 GRANTLEY STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,1,1,-,-,40,1985,400.0,20-Dec-22,7,False,300000.0,140000.0
12 GRESHAM TERRACE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,718,110,1960,495.0,09-Nov-21,7,False,580000.0,340000.0
14 GRESHAM TERRACE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,668,120,1960,555.0,13-May-22,7,False,550000.0,300000.0
2/18 HARDY STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,90,1970,430.0,24-Jun-24,7,False,435000.0,205000.0
4/18 HARDY STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,90,1975,550.0,14-Jun-24,7,False,450000.0,205000.0
28 HAWKE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,506,64,1945,350.0,24-Oct-19,9,False,415000.0,300000.0
1/70 HAWKE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,100,1975,315.0,12-May-20,7,False,460000.0,240000.0
72 HAWKE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,4,2,-,427,160,1965,365.0,05-Sep-19,62,False,630000.0,275000.0
4/74 HAWKE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,4,4,3,456,210,1945,300.0,12-Sep-24,7,False,980000.0,275000.0
4/88 HAWKE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,-,-,50,1975,400.0,16-Nov-23,7,False,310000.0,215000.0
100 HAWKE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,-,2,4,"1,478",280,1915,850.0,11-Jun-24,55,False,660000.0,630000.0
123 HAWKE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,506,110,1905,580.0,05-Oct-23,7,False,550000.0,255000.0
131 HAWKE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,314,80,1910,575.0,11-Oct-24,21,False,505000.0,260000.0
1/2 HOOD STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,1,1,-,94,87,2023,550.0,01-Sep-23,22,False,570000.0,230000.0
32 HOOD STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,253,52,1910,430.0,26-Nov-24,7,False,345000.0,180000.0
42 HOOD STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,-,379,100,1910,450.0,24-Aug-23,7,False,530000.0,215000.0
2/43 HOOD STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,-,64,1960,400.0,30-Jul-22,7,False,435000.0,230000.0
1 HOWE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,-,-,100,1910,470.0,21-Jun-22,7,False,490000.0,220000.0
1A HOWE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,4,1,1,-,113,1990,,15-Feb-23,23,False,590000.0,235000.0
2/5 HOWE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,80,1970,590.0,25-Sep-19,7,False,380000.0,210000.0
1/11 HOWE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,-,110,1905,520.0,17-Jan-24,7,False,440000.0,245000.0
17 HOWE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,4,911,80,1970,480.0,04-May-24,2,False,590000.0,300000.0
19A HOWE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,1,161,132,2024,630.0,16-Mar-24,15,False,650000.0,200000.0
19B HOWE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,1,207,133,2024,650.0,29-Aug-24,23,False,635000.0,185000.0
19C HOWE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,1,174,133,2024,650.0,09-Mar-24,8,False,635000.0,185000.0
19D HOWE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,2,1,168,116,2024,580.0,02-Sep-24,8,False,610000.0,205000.0
22 HOWE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,2,506,100,2000,330.0,10-Feb-21,7,False,630000.0,270000.0
6 IDA STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,2,2,569,120,1960,380.0,29-Jun-20,25,False,560000.0,320000.0
16 IDA STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,304,80,1990,410.0,05-Sep-20,7,False,490000.0,225000.0
20 JERVOIS STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,2,1,719,149,1940,470.0,22-May-20,61,False,680000.0,375000.0
1/10 KEPPEL STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,4,4,865,330,1970,500.0,25-Apr-23,15,False,,
4/10 KEPPEL STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,80,1970,325.0,24-Dec-18,22,False,385000.0,175000.0
1/19 KEPPEL STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,1,1,-,103,58,2023,450.0,29-Jan-24,7,False,500000.0,230000.0
2/19 KEPPEL STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,1,1,-,102,58,2023,450.0,04-Mar-24,10,False,500000.0,230000.0
21 KEPPEL STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,2,506,110,2000,375.0,06-May-21,24,False,640000.0,335000.0
2/22 KEPPEL STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,70,1975,465.0,17-Dec-24,7,False,350000.0,195000.0
36 KEPPEL STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,-,291,90,1940,400.0,02-Dec-21,7,False,440000.0,210000.0
40 KEPPEL STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,4,1,3,496,127,1915,450.0,29-Apr-21,7,False,540000.0,285000.0
41 KEPPEL STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,1,1,1,486,50,1930,230.0,16-Feb-21,7,False,360000.0,335000.0
45 KEPPEL STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,506,80,1910,265.0,15-May-21,7,False,470000.0,335000.0
49 KEPPEL STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,511,181,1920,550.0,10-Jan-24,7,False,580000.0,335000.0
51 KEPPEL STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,186,136,2000,510.0,22-Jul-21,7,False,680000.0,205000.0
51C KEPPEL STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,2,195,123,2006,450.0,31-Mar-20,13,False,510000.0,205000.0
64 KEPPEL STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,4,1,-,534,176,2000,750.0,05-Jan-24,7,False,790000.0,340000.0
167 KEYES ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,2,594,156,2016,520.0,03-Aug-21,7,False,810000.0,300000.0
189A KEYES ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,612,100,1990,610.0,06-Nov-24,7,False,510000.0,270000.0
224 KEYES ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,718,130,1940,450.0,10-Mar-20,7,False,630000.0,320000.0
276 KEYES ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,437,70,1940,700.0,16-Dec-24,7,False,500000.0,245000.0
282 KEYES ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,668,110,1940,650.0,31-May-24,7,False,520000.0,270000.0
286 KEYES ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,5,2,3,"1,336",310,2000,650.0,12-Jun-24,7,False,1330000.0,460000.0
294 KEYES ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,-,2,-,493,110,1925,310.0,31-Dec-22,50,False,415000.0,250000.0
296B KEYES ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,85,2000,395.0,03-Nov-20,8,False,530000.0,195000.0
302 KEYES ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,812,105,1950,600.0,02-May-24,7,False,510000.0,250000.0
339 KEYES ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,427,160,1990,450.0,19-Nov-19,7,False,680000.0,270000.0
388 KEYES ROAD ,"NEW BRIGHTON, CHRISTCHURCH",8083,1,1,-,607,72,1930,310.0,16-Jan-20,10,False,390000.0,245000.0
37 KIBBLEWHITE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,-,354,82,1960,335.0,18-Oct-18,7,False,420000.0,220000.0
39 KIBBLEWHITE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,640,120,1940,340.0,17-Oct-18,7,False,590000.0,265000.0
53B KIBBLEWHITE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,2,-,108,2016,450.0,05-Oct-21,7,False,530000.0,240000.0
57 KIBBLEWHITE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,2,1,552,174,1970,775.0,19-Feb-24,7,False,870000.0,285000.0
3 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,1,402,153,1980,450.0,07-Jan-20,7,False,660000.0,400000.0
4/8 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,70,1970,270.0,09-Sep-20,13,False,415000.0,225000.0
12 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,515,69,1910,485.0,06-Jun-23,7,False,500000.0,440000.0
13 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,638,81,1930,390.0,15-Jan-21,33,False,475000.0,385000.0
16 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,3,2,872,100,1940,335.0,19-Jul-19,37,False,650000.0,570000.0
37 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,4,2,3,531,150,1910,700.0,04-Oct-23,7,False,500000.0,320000.0
1/38 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,100,1985,390.0,28-Aug-20,7,False,390000.0,190000.0
1/42 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,-,2,2,584,-,1970,335.0,27-Sep-20,35,False,,
1/44 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,110,1990,480.0,06-Nov-24,7,False,520000.0,180000.0
48 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,-,140,1940,565.0,25-Apr-22,7,False,610000.0,310000.0
49 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,4,1,2,-,130,1910,550.0,07-Feb-23,7,False,510000.0,275000.0
1/50 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,1,203,124,2023,690.0,23-Jan-25,13,True,660000.0,200000.0
51 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,-,519,190,1965,520.0,21-Dec-24,19,False,690000.0,325000.0
57 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,80,1965,350.0,27-Aug-19,78,False,400000.0,240000.0
4/64 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,63,1970,350.0,06-Dec-19,4,False,440000.0,195000.0
83 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,2,392,88,1905,650.0,06-Mar-23,7,False,520000.0,285000.0
2/87 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,70,1985,420.0,19-Sep-23,7,False,425000.0,195000.0
3/87 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,90,1905,380.0,21-Jul-21,43,False,455000.0,200000.0
1/107 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,90,1975,330.0,28-May-20,7,False,385000.0,185000.0
111 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,-,342,116,1930,375.0,30-Sep-19,26,False,430000.0,225000.0
111A LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,422,116,2000,425.0,28-Jul-20,13,False,510000.0,240000.0
113 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,4,1,-,676,227,2006,420.0,26-Jul-22,7,False,590000.0,340000.0
124 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,2,842,130,1910,460.0,31-Oct-24,7,False,570000.0,440000.0
128 LONSDALE STREET ,"NEW BRIGHTON, CHRISTCHURCH",8083,4,1,1,842,123,1910,700.0,30-Apr-24,7,False,600000.0,440000.0
14 MAFEKING STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,3,2,399,163,2000,800.0,12-Jan-22,7,False,570000.0,235000.0
15 MAFEKING STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,3,1,1,506,90,1922,,24-Jan-24,7,False,460000.0,285000.0
16 MAFEKING STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,4,3,2,427,163,2000,800.0,19-Jul-24,7,False,570000.0,235000.0
17 MAFEKING STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,2,506,100,1940,550.0,19-Feb-24,7,False,550000.0,285000.0
20 MAFEKING STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,1,506,100,1915,450.0,26-Mar-22,7,False,485000.0,285000.0
22C MAFEKING STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,2,1,2,339,115,1990,380.0,12-Dec-19,7,False,510000.0,225000.0
24 MAFEKING STREET ,"NEW BRIGHTON, CHRISTCHURCH",8061,-,3,1,"1,260",130,1955,410.0,25-Jan-23,15,False,650000.0,500000.0
2/142 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,1,148,128,2024,650.0,26-Aug-24,43,False,830000.0,280000.0
148 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,673,70,1920,470.0,01-Aug-21,7,False,620000.0,550000.0
154 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,1,1,611,114,1950,750.0,22-Jul-24,7,False,570000.0,540000.0
159A MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,3,2,2,643,125,2017,270.0,29-Jun-22,7,False,790000.0,430000.0
1/161 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,2,-,91,1970,440.0,23-Sep-21,9,False,460000.0,210000.0
2/161 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,60,1970,350.0,31-Jul-19,7,False,380000.0,195000.0
4/161 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,60,1970,360.0,04-Dec-20,24,False,395000.0,195000.0
6/161 MARINE PARADE ,"NEW BRIGHTON, CHRISTCHURCH",8083,2,1,1,-,60,1970,505.0,20-Jan-25,40,True,405000.0,195000.0
