Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (m²),Floor Size (m²),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value
12 JOHN BRITTEN LANE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,191,189,2019,960,27-Nov-24,18,TRUE,"$1,360,000","$540,000"
21 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,233,159,2000,950,27-Nov-24,295,TRUE,"$830,000","$425,000"
4/85 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,3,1,232,143,2021,950,16-Jul-24,313,FALSE,"$780,000","$380,000"
31A DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,219,158,2000,950,5-Sep-24,7,FALSE,"$820,000","$510,000"
25 JANE DEANS CLOSE ,"RICCARTON, CHRISTCHURCH",8011,4,2,2,785,270,1990,950,3-Sep-24,7,FALSE,"$1,650,000","$1,020,000"
2/19 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,140,1990,950,22-Jul-24,7,FALSE,"$965,000","$465,000"
88 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,3,2,196,209,2006,925,20-Aug-24,7,FALSE,"$830,000","$380,000"
2B BRADSHAW TERRACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,293,171,2000,900,14-Nov-23,7,FALSE,"$1,060,000","$650,000"
114 CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,5,2,-,291,114,1990,900,2-Aug-24,7,FALSE,"$660,000","$360,000"
1/49 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,5,2,-,253,142,1970,900,26-Jul-24,7,FALSE,"$590,000","$340,000"
61 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,4,1,2,587,198,1920,890,26-Sep-24,7,FALSE,"$1,180,000","$990,000"
31A PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,186,144,2006,890,17-Jul-23,7,FALSE,"$700,000","$290,000"
93 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,1,2,-,784,140,1910,875,5-Jul-24,7,FALSE,"$1,020,000","$890,000"
28B MAYFAIR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,229,150,1990,875,16-Sep-23,7,FALSE,"$940,000","$390,000"
14 AYR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,156,173,2020,850,6-Sep-23,7,FALSE,"$1,250,000","$540,000"
1/27 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,-,97,1975,850,1-Aug-23,127,FALSE,"$570,000","$280,000"
2/40 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,3,3,72,254,180,2023,850,6-Aug-24,7,FALSE,"$1,220,000","$570,000"
93 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,5,2,1,-,134,1920,850,5-Jul-24,7,FALSE,"$660,000","$530,000"
9 OAKFORD CLOSE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,140,1990,850,11-Jun-24,14,FALSE,"$720,000","$360,000"
2/85 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,3,1,174,140,2021,800,8-May-24,7,FALSE,"$760,000","$380,000"
138B CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,5,2,2,-,100,1980,800,7-Sep-24,7,FALSE,"$550,000","$305,000"
3/18 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,4,2,2,-,152,2017,800,14-Nov-24,24,TRUE,"$860,000","$465,000"
1/40 KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,3,3,2,214,180,2023,800,23-May-24,29,FALSE,"$1,220,000","$570,000"
1/87 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,4,3,2,241,180,2017,800,5-Dec-23,7,FALSE,"$870,000","$335,000"
5/49 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,5,2,-,186,120,2015,790,25-Mar-24,22,FALSE,"$650,000","$290,000"
1/35 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,5,1,-,-,120,1990,780,2-Aug-24,7,FALSE,"$510,000","$315,000"
1/69 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,5,3,3,766,240,1960,780,17-Jul-24,7,FALSE,-,-
26 OAKFORD CLOSE ,"RICCARTON, CHRISTCHURCH",8011,4,2,2,308,165,2000,780,4-Oct-23,7,FALSE,"$800,000","$425,000"
9/77 DEANS AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,3,1,136,87,2024,760,20-Oct-24,7,FALSE,"$830,000","$310,000"
1/30 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,-,144,1915,760,4-Oct-24,7,FALSE,"$650,000","$540,000"
3/15 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,3,4,1,183,169,2020,750,20-Dec-22,7,FALSE,"$840,000","$380,000"
4/15 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,3,4,1,185,169,2020,750,7-Nov-23,51,FALSE,"$840,000","$380,000"
46D DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,4,2,2,625,170,2000,750,4-Jan-24,7,FALSE,"$810,000","$380,000"
4/18 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,130,120,2024,750,22-Oct-24,7,FALSE,"$760,000","$255,000"
44C KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,112,146,2024,750,25-Jul-24,7,FALSE,"$960,000","$460,000"
1/43 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,2,-,91,1970,745,12-Sep-24,8,FALSE,"$370,000","$300,000"
89 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,4,1,2,404,107,1920,740,4-Sep-24,21,FALSE,"$620,000","$550,000"
1/33 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,2,168,135,2016,730,11-Oct-24,7,FALSE,"$820,000","$305,000"
3/40 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,3,1,149,132,2016,720,24-Feb-23,30,FALSE,"$700,000","$340,000"
2/16 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,113,92,2014,720,20-Jul-24,7,FALSE,"$610,000","$255,000"
90A MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,199,169,2000,720,8-Jan-24,7,FALSE,"$700,000","$325,000"
14A AYR STREET ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,161,152,2020,700,10-Jan-24,7,FALSE,"$1,150,000","$540,000"
3/15 AYR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,140,1990,700,8-Oct-24,7,FALSE,"$730,000","$360,000"
6/4 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,180,1990,700,21-Oct-23,7,FALSE,"$740,000","$335,000"
5/27 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,97,1975,700,18-Jul-24,139,FALSE,"$570,000","$280,000"
2/35 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,5,1,-,-,120,1990,700,28-Jul-23,7,FALSE,"$510,000","$280,000"
31B DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,240,158,2000,700,15-Mar-23,7,FALSE,"$820,000","$510,000"
30E LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,1,-,142,2006,700,1-Apr-24,32,FALSE,"$710,000","$305,000"
8A MONA VALE AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,193,1990,700,8-May-24,7,FALSE,"$920,000","$760,000"
44A PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,1,207,156,2022,700,19-Dec-23,5,FALSE,"$840,000","$330,000"
2/49 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,4,1,-,132,98,1973,700,26-Jul-24,7,FALSE,"$465,000","$265,000"
3/49 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,4,1,-,133,98,1973,700,26-Jul-24,7,FALSE,"$465,000","$265,000"
4/49 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,4,1,-,138,98,1973,700,26-Jul-24,7,FALSE,"$465,000","$265,000"
5/15 AYR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,140,1990,690,25-Oct-24,7,FALSE,"$720,000","$390,000"
1/20 DILWORTH STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,-,230,1990,690,30-Nov-23,8,FALSE,"$760,000","$335,000"
9 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,4,2,2,308,231,2015,680,21-Nov-24,93,TRUE,"$1,300,000","$490,000"
1/40 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,3,1,228,140,2016,680,19-Feb-24,7,FALSE,"$730,000","$360,000"
5/40 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,3,1,149,132,2016,680,21-Sep-23,7,FALSE,"$700,000","$340,000"
15A BURDALE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,219,174,2000,680,17-May-24,18,FALSE,"$840,000","$340,000"
5/43 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,2,240,154,2019,680,16-Sep-24,21,FALSE,"$900,000","$335,000"
3/16 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,138,91,2014,680,10-Aug-23,7,FALSE,"$610,000","$265,000"
2/33 ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,2,162,135,2016,680,15-Aug-24,7,FALSE,"$820,000","$305,000"
49 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,181,135,2000,680,14-Jun-24,7,FALSE,"$620,000","$270,000"
2/15 AYR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,140,1990,675,8-Apr-24,14,FALSE,"$750,000","$360,000"
138C CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,5,2,2,-,100,1980,675,11-Sep-23,7,FALSE,"$570,000","$325,000"
31C DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,235,149,2000,675,11-Jan-24,7,FALSE,"$820,000","$520,000"
44D KILMARNOCK STREET ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,169,125,2024,675,9-Apr-24,26,FALSE,"$950,000","$520,000"
1/18 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8011,3,4,1,180,135,2020,675,10-Feb-23,7,FALSE,"$750,000","$305,000"
46A PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,4,1,210,143,2022,675,28-Jul-23,7,FALSE,"$780,000","$290,000"
5/67 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,150,1990,670,18-Jun-24,7,FALSE,"$510,000","$255,000"
1/91 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,110,1920,670,16-Jul-24,7,FALSE,"$460,000","$405,000"
44C PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,3,1,159,145,2022,670,23-Sep-24,7,FALSE,"$780,000","$300,000"
22A AYR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,150,1990,660,7-Jun-23,66,FALSE,"$920,000","$480,000"
3/67 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,1,2,-,150,1990,660,10-Nov-24,37,TRUE,"$510,000","$255,000"
37 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,2,-,170,1920,660,15-Jul-24,7,FALSE,"$630,000","$580,000"
95 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,180,1990,660,19-Sep-24,7,FALSE,"$760,000","$520,000"
13/333 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,3,3,1,59,132,2023,650,10-Jan-24,15,FALSE,"$750,000","$180,000"
1/20 AYR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,170,1990,650,1-Feb-23,7,FALSE,"$800,000","$530,000"
19 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,4,2,2,569,172,1920,650,2-May-24,7,FALSE,"$1,000,000","$690,000"
7/4 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,180,1990,650,30-Jan-24,7,FALSE,"$770,000","$370,000"
3/44 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,150,139,2018,650,20-Feb-23,70,FALSE,"$830,000","$335,000"
20 BURDALE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,187,149,2005,650,4-Dec-24,4,TRUE,"$730,000","$325,000"
5/33 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,87,2017,650,3-Dec-24,5,TRUE,"$830,000","$560,000"
3/139 DEANS AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,222,150,1990,650,1-Dec-23,7,FALSE,"$840,000","$465,000"
11A LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,138,132,2010,650,9-Oct-24,7,FALSE,"$670,000","$315,000"
72 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,256,120,1990,650,13-Feb-24,7,FALSE,"$620,000","$305,000"
2/103 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,3,2,182,149,2013,650,17-Jan-23,8,FALSE,"$740,000","$300,000"
12 ROTHERHAM STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,2,693,124,1940,650,24-Mar-23,7,FALSE,"$990,000","$960,000"
28A MAYFAIR STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,294,150,1990,650,19-May-23,7,FALSE,"$940,000","$390,000"
46B PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,4,1,172,139,2022,650,18-Sep-24,33,FALSE,"$770,000","$280,000"
46C PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,4,1,156,139,2022,650,11-Sep-24,7,FALSE,"$780,000","$290,000"
18/333 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,3,3,1,64,127,2023,645,15-Jul-24,22,FALSE,"$730,000","$180,000"
20/333 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,3,3,1,87,127,2023,645,28-Sep-23,44,FALSE,"$740,000","$190,000"
5/4 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,180,1990,645,21-Oct-24,21,FALSE,"$740,000","$335,000"
9/333 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,3,3,1,77,132,2023,640,19-Sep-23,83,FALSE,"$760,000","$190,000"
12/333 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,3,3,1,59,127,2023,640,14-Apr-24,7,FALSE,"$730,000","$180,000"
15/333 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,3,3,1,59,132,2023,640,19-Aug-24,15,FALSE,"$750,000","$180,000"
16/333 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,3,3,1,76,127,2023,640,7-Aug-24,7,FALSE,"$740,000","$190,000"
2/38 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,105,2005,640,3-Sep-24,7,FALSE,"$550,000","$280,000"
4/33 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,82,2017,640,2-Jul-23,7,FALSE,"$780,000","$510,000"
4/86 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,1,1,-,170,1995,635,8-Jul-24,19,FALSE,"$630,000","$235,000"
118A BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,3,1,1,110,97,2021,630,5-Aug-24,68,FALSE,"$790,000","$325,000"
118B BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,3,2,1,90,96,2021,630,26-Feb-24,7,FALSE,"$780,000","$305,000"
80C BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,191,126,2000,630,16-Oct-24,7,FALSE,"$610,000","$340,000"
4/21 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,150,1990,630,5-Dec-23,7,FALSE,"$710,000","$435,000"
37 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,728,150,1920,630,20-Oct-24,7,FALSE,"$1,505,000","$1,370,000"
11B ELIZABETH STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,229,90,1990,630,11-Nov-24,71,TRUE,"$520,000","$315,000"
2/91 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,4,1,-,-,112,1990,630,3-Jul-23,7,FALSE,"$560,000","$350,000"
2/37 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,134,2000,630,22-Nov-24,16,TRUE,"$690,000","$305,000"
1/77 DEANS AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,108,75,2024,625,6-Jun-24,7,FALSE,"$790,000","$300,000"
105B DEANS AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,447,137,2000,625,1-Feb-24,7,FALSE,"$650,000","$370,000"
1 KYLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,188,130,1990,625,3-May-24,7,FALSE,"$685,000","$350,000"
10/333 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,3,3,1,59,127,2023,620,20-Sep-24,7,FALSE,"$730,000","$180,000"
4/67 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,150,1990,620,6-Feb-24,7,FALSE,"$510,000","$255,000"
80 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,223,144,2000,620,22-Feb-23,7,FALSE,"$690,000","$380,000"
9B HARAKEKE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,-,110,1930,620,5-Aug-24,7,FALSE,"$700,000","$450,000"
1/35 PEVEREL STREET ,"RICCARTON, CHRISTCHURCH",8041,3,1,2,-,130,1990,620,7-Aug-24,7,FALSE,"$650,000","$350,000"
17B PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,225,85,2005,620,29-Aug-24,49,FALSE,"$620,000","$305,000"
3/40C PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,140,1990,620,28-Sep-24,19,FALSE,"$600,000","$300,000"
2/329 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,64,72,2023,610,29-Apr-24,12,FALSE,"$610,000","$180,000"
113C CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,178,120,2005,610,11-Dec-23,56,FALSE,"$640,000","$320,000"
1/70 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,153,2005,610,13-Nov-24,25,TRUE,"$640,000","$335,000"
27 CLARENCE STREET ,"ADDINGTON, CHRISTCHURCH",8024,4,1,1,369,105,1930,600,28-Jul-23,7,FALSE,"$560,000","$360,000"
17C DICKENS STREET ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,122,90,2022,600,24-Aug-23,7,FALSE,"$660,000","$165,000"
5/19 LONGLEY PLACE ,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,100,1990,600,3-Dec-24,5,TRUE,"$530,000","$255,000"
6/466 HAGLEY AVENUE ,"CHRISTCHURCH CENTRAL, CHRISTCHURCH",8011,2,1,-,-,63,2019,600,5-Mar-23,405,FALSE,"$560,000","$230,000"
10 BARTLETT STREET ,"RICCARTON, CHRISTCHURCH",8011,5,1,1,559,120,1930,600,26-Jul-24,7,FALSE,"$700,000","$640,000"
118D BLENHEIM ROAD ,"RICCARTON, CHRISTCHURCH",8041,3,2,1,135,97,2021,600,28-Mar-23,7,FALSE,"$810,000","$340,000"
2/43 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,1,2,-,91,1970,600,6-Mar-24,7,FALSE,"$390,000","$280,000"
56D BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,188,178,2008,600,22-Oct-24,7,FALSE,"$680,000","$340,000"
58 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,4,1,-,-,117,1920,600,12-Oct-23,7,FALSE,"$560,000","$440,000"
1/78 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,140,1990,600,8-Nov-24,30,FALSE,"$660,000","$350,000"
1/18 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,-,170,1990,600,9-Jun-23,15,FALSE,"$870,000","$530,000"
8/77 DEANS AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,85,74,2024,600,19-Oct-24,8,FALSE,"$750,000","$280,000"
27 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,3,2,2,506,100,1910,600,25-Oct-23,7,FALSE,"$680,000","$650,000"
75B MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,446,191,2012,600,27-Aug-23,12,FALSE,"$910,000","$460,000"
1/104 MANDEVILLE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,349,194,1960,600,31-Oct-24,7,FALSE,"$680,000","$425,000"
2/25 MATAI STREET WEST ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,76,78,2024,600,16-Aug-24,22,FALSE,"$690,000","$260,000"
13/25 MATAI STREET WEST ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,112,80,2024,600,13-Jul-24,8,FALSE,"$770,000","$340,000"
2/34 MONA VALE AVENUE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,97,1995,600,12-Aug-24,24,FALSE,"$600,000","$330,000"
7 OAKFORD CLOSE ,"RICCARTON, CHRISTCHURCH",8011,3,2,2,-,130,1990,600,1-Feb-24,7,FALSE,"$580,000","$335,000"
2/90 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,2,1,-,120,1990,600,3-Jan-24,7,FALSE,"$580,000","$280,000"
4/18 BURDALE STREET ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,-,98,1990,599,17-Feb-24,7,FALSE,"$580,000","$325,000"
17D DICKENS STREET ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,120,99,2022,595,25-Nov-24,33,TRUE,"$660,000","$165,000"
15 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,5,1,4,809,620,1990,595,19-Nov-24,48,TRUE,"$1,770,000","$1,020,000"
4/43 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,110,1970,595,6-Feb-24,7,FALSE,"$380,000","$280,000"
76 PICTON AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,302,140,1990,595,6-Feb-24,7,FALSE,"$630,000","$325,000"
4/317 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,59,111,2023,590,19-Mar-24,7,FALSE,"$680,000","$180,000"
6/317 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,59,111,2023,590,1-Oct-24,7,FALSE,"$680,000","$180,000"
27 LYNDON STREET ,"RICCARTON, CHRISTCHURCH",8041,4,1,1,607,225,1930,590,10-Jul-23,7,FALSE,"$1,110,000","$610,000"
1/317 LINCOLN ROAD ,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,74,111,2023,580,3-Dec-24,5,TRUE,"$680,000","$190,000"
3/46 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,110,1980,580,1-Apr-24,7,FALSE,"$520,000","$300,000"
48A BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,3,1,122,114,2015,580,23-May-23,7,FALSE,"$640,000","$325,000"
55B BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,117,88,2010,580,15-Oct-24,7,FALSE,"$520,000","$290,000"
55D BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,2,1,1,309,88,2010,580,4-Nov-24,7,FALSE,"$530,000","$305,000"
4/63 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,118,2006,580,16-Oct-24,7,FALSE,"$550,000","$240,000"
2/65 BROCKWORTH PLACE ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,-,111,2008,580,30-Oct-23,7,FALSE,"$550,000","$255,000"
113A CLARENCE STREET ,"RICCARTON, CHRISTCHURCH",8011,3,1,1,159,122,2005,580,18-Apr-24,15,FALSE,"$620,000","$320,000"
9/27 DARVEL STREET ,"RICCARTON, CHRISTCHURCH",8011,2,2,1,-,100,1980,580,29-Sep-24,7,FALSE,"$670,000","$345,000"
75C DEANS AVENUE ,"RICCARTON, CHRISTCHURCH",8011,3,1,2,-,154,1995,580,29-Aug-24,7,FALSE,"$660,000","$480,000"
2/58 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,1,1,123,99,2023,580,4-Oct-24,7,FALSE,"$710,000","$260,000"
3/58 DIVISION STREET ,"RICCARTON, CHRISTCHURCH",8041,2,2,1,125,100,2023,580,9-Aug-24,74,FALSE,"$710,000","$260,000"
