Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (m²),Floor Size (m²),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value
4/43 DICKENS STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,71,68,2023,550,9-Mar-24,7,FALSE,580000
1/45 DICKENS STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,73,70,2023,500,13-Sep-23,37,FALSE,630000
2/45 DICKENS STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,72,70,2023,500,18-Sep-23,7,FALSE,630000
3/45 DICKENS STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,72,70,2023,500,13-Sep-23,37,FALSE,630000
4/45 DICKENS STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,72,70,2023,500,13-Sep-23,37,FALSE,630000
10/45 DICKENS STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,73,70,2023,500,13-Sep-23,37,FALSE,630000
11/45 DICKENS STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,73,70,2023,485,23-Oct-23,41,FALSE,630000
12/45 DICKENS STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,73,70,2023,500,18-Sep-23,7,FALSE,630000
13/45 DICKENS STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,73,70,2023,500,25-Sep-23,8,FALSE,630000
14/45 DICKENS STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,73,70,2023,500,23-Oct-23,36,FALSE,630000
76 DISRAELI STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,2,-,110,1990,580,20-Mar-24,7,FALSE,550000
3/29 FAIRFIELD AVENUE,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,90,1975,495,13-Sep-23,7,FALSE,445000
5/33 FAIRFIELD AVENUE,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,60,1975,450,7-Aug-23,7,FALSE,460000
36B FAIRFIELD AVENUE,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,209,101,2013,500,30-Nov-23,7,FALSE,590000
36C FAIRFIELD AVENUE,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,208,101,2013,500,31-Jan-24,7,FALSE,590000
4/73 FAIRFIELD AVENUE,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,70,1975,475,2-May-24,7,TRUE,400000
1/4 GROVE ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,1,2,541,160,1970,515,16-Aug-23,7,FALSE,650000
7 GROVE ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,1,2,637,139,1915,475,2-Apr-24,7,FALSE,780000
1/9 GROVE ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,128,70,2023,500,13-Sep-23,20,FALSE,640000
2/9 GROVE ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,72,70,2023,500,13-Sep-23,20,FALSE,630000
3/9 GROVE ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,72,70,2023,500,18-Sep-23,7,FALSE,630000
4/9 GROVE ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,72,70,2023,500,16-Oct-23,29,FALSE,630000
5/9 GROVE ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,72,70,2023,500,2-Oct-23,15,FALSE,630000
7/9 GROVE ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,79,70,2023,500,13-Sep-23,20,FALSE,630000
10/9 GROVE ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,85,70,2023,500,29-Nov-23,7,FALSE,630000
1/16 GROVE ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,60,1970,430,2-Jun-23,7,FALSE,390000
4/16 GROVE ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,60,1970,440,29-May-23,7,FALSE,380000
2/19 GROVE ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,72,1980,500,9-Nov-23,17,FALSE,390000
3/26 GROVE ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,-,88,2023,565,4-Dec-23,8,FALSE,570000
4/26 GROVE ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,-,90,2023,550,15-Jun-23,10,FALSE,560000
1/24 HARMAN STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,2,-,120,1990,480,24-Jul-23,7,FALSE,520000
32A HARMAN STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,223,90,2000,495,13-Sep-23,7,FALSE,450000
36 HARMAN STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,2,519,100,1950,520,30-Apr-24,9,TRUE,540000
4/5 KIPLING STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,100,1995,560,8-Dec-23,15,FALSE,490000
3/27 KIPLING STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,132,74,2023,520,5-Jan-24,7,FALSE,650000
4/30 KIPLING STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,80,1995,430,8-Apr-24,35,FALSE,490000
5/30 KIPLING STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,80,1995,480,2-Aug-23,7,FALSE,490000
1/118 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,92,1970,440,30-Apr-24,9,TRUE,360000
9/190 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,213,86,2010,510,19-Jan-24,7,FALSE,475000
2/218 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,90,1990,450,14-Sep-23,7,FALSE,475000
6/241 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,81,73,2021,450,18-Oct-23,4,FALSE,610000
2/317 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,59,111,2023,590,19-Mar-24,7,FALSE,680000
4/317 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,59,111,2023,590,19-Mar-24,7,FALSE,680000
9/317 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,131,110,2023,550,21-May-23,8,FALSE,680000
2/321 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,96,72,2023,500,6-Sep-23,7,FALSE,610000
2/325 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,64,71,2023,550,12-Feb-24,15,FALSE,610000
3/325 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,64,72,2023,530,1-May-24,8,TRUE,610000
1/327 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,86,73,2023,510,31-Jan-24,22,FALSE,610000
4/327 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,64,72,2023,520,22-Feb-24,15,FALSE,610000
2/329 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,64,72,2023,610,29-Apr-24,21,TRUE,610000
4/329 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,64,72,2023,505,4-Oct-23,7,FALSE,610000
2/331 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,63,71,2023,500,18-May-23,31,FALSE,610000
4/331 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,63,71,2023,550,20-Feb-24,7,FALSE,610000
6/331 LINCOLN ROAD,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,83,73,2023,570,19-Apr-24,20,TRUE,610000
1/7 LINDORES STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,127,74,2023,500,30-Oct-23,21,FALSE,620000
13/7 LINDORES STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,76,70,2023,520,22-Feb-24,7,FALSE,610000
18/7 LINDORES STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,124,73,2023,500,18-Sep-23,7,FALSE,620000
10 MEREDITH STREET,"ADDINGTON, CHRISTCHURCH",8024,2,3,1,194,118,2021,650,30-Aug-23,3,FALSE,680000
12 MEREDITH STREET,"ADDINGTON, CHRISTCHURCH",8024,2,3,1,161,118,2021,600,26-Feb-24,6,FALSE,680000
2/14 MOULE STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,148,75,2023,530,7-Oct-23,7,FALSE,640000
4/14 MOULE STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,153,76,2023,560,1-May-24,8,TRUE,640000
15A PARLANE STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,65,1960,450,17-Apr-24,43,TRUE,425000
24A PARLANE STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,163,71,2018,500,11-Oct-23,7,FALSE,620000
95C POULSON STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,126,100,2022,550,10-Jan-24,7,FALSE,690000
6/96 POULSON STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,70,1980,390,26-Jun-23,7,FALSE,440000
97C POULSON STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,126,100,2022,540,2-Dec-23,8,FALSE,690000
30 RUSKIN STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,138,77,2022,550,6-May-24,3,TRUE,630000
5/72 RUSKIN STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,163,84,2020,560,2-Aug-23,7,FALSE,680000
2/76 RUSKIN STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,90,1975,470,27-Feb-24,7,FALSE,440000
5/100 RUSKIN STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,67,68,2023,500,19-May-23,36,FALSE,650000
4/102 RUSKIN STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,88,68,2023,520,9-Apr-24,37,FALSE,660000
2/104 RUSKIN STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,64,68,2023,510,9-May-23,11,FALSE,650000
3/108 RUSKIN STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,68,1975,500,3-Apr-24,7,FALSE,460000
117 RUSKIN STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,2,683,199,2000,550,21-Jun-23,8,FALSE,990000
4/329 SELWYN STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,55,1960,420,20-Jun-23,7,FALSE,365000
2/7 SPENCER STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,55,90,2022,520,29-May-23,7,FALSE,710000
3/7 SPENCER STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,55,90,2022,560,7-Nov-23,4,FALSE,710000
4/7 SPENCER STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,55,90,2022,550,10-Apr-24,29,TRUE,710000
14/7 SPENCER STREET,"ADDINGTON, CHRISTCHURCH",8024,2,2,1,59,90,2022,570,20-Jul-23,7,FALSE,710000
2/10 SPENCER STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,70,1970,460,3-Nov-23,7,FALSE,470000
16A SPENCER STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,99,76,2021,570,26-Sep-23,23,FALSE,630000
1/81 SPENCER STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,100,1990,495,26-Mar-24,15,FALSE,550000
5/81 SPENCER STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,2,-,100,1990,495,24-Oct-23,7,FALSE,550000
3/2 TARAMEA PLACE,"ADDINGTON, CHRISTCHURCH",8024,2,2,-,69,89,2022,550,10-Oct-23,7,FALSE,660000
3/4 TARAMEA PLACE,"ADDINGTON, CHRISTCHURCH",8024,2,1,-,73,90,2022,570,19-Apr-24,22,TRUE,660000
4/4 TARAMEA PLACE,"ADDINGTON, CHRISTCHURCH",8024,2,1,-,101,60,2022,450,29-May-23,7,FALSE,550000
3/6B TARAMEA PLACE,"ADDINGTON, CHRISTCHURCH",8024,2,1,-,68,90,2022,550,29-Aug-23,9,FALSE,660000
4/6B TARAMEA PLACE,"ADDINGTON, CHRISTCHURCH",8024,2,1,-,131,95,2022,580,4-Oct-23,6,FALSE,660000
5/8B TARAMEA PLACE,"ADDINGTON, CHRISTCHURCH",8024,2,1,-,103,60,2022,580,13-Sep-23,6,FALSE,550000
11/28 TARAMEA PLACE,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,74,1970,450,10-May-23,12,FALSE,360000
3/45 WARD STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,100,1995,450,10-Jan-24,7,FALSE,455000
2/48 WARD STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,91,80,2020,540,20-Dec-23,7,FALSE,640000
4/48 WARD STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,87,78,2020,545,7-May-24,9,TRUE,640000
6/48 WARD STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,87,78,2020,520,28-Mar-24,5,FALSE,640000
11/48 WARD STREET,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,87,79,2020,480,9-Oct-23,7,FALSE,640000
3/12 WHITELEIGH AVENUE,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,70,1960,530,15-May-23,17,FALSE,340000
1/14 WHITELEIGH AVENUE,"ADDINGTON, CHRISTCHURCH",8024,2,3,3,936,200,1966,380,15-Mar-24,7,FALSE,650000
2/14 WHITELEIGH AVENUE,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,70,1960,380,21-Dec-23,7,FALSE,340000
2 YORK TONG PLACE,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,100,1990,480,31-Oct-23,7,FALSE,530000
6 YORK TONG PLACE,"ADDINGTON, CHRISTCHURCH",8024,2,1,1,-,100,1990,440,6-Jun-23,7,FALSE,530000
52 SOMERVILLE CRESCENT,"AIDANFIELD, CHRISTCHURCH",8025,2,1,2,281,145,2010,600,6-Jun-23,7,FALSE,670000
1/124 BREEZES ROAD,"AVONDALE, CHRISTCHURCH",8061,2,1,2,782,240,1979,550,27-Oct-23,15,FALSE,650000
8 MERVYN DRIVE,"AVONDALE, CHRISTCHURCH",8061,2,1,1,-,80,1980,475,4-Dec-23,7,FALSE,475000
2/9 ABBOTTS PLACE,"AVONHEAD, CHRISTCHURCH",8042,2,1,1,-,60,1970,520,30-Nov-23,7,FALSE,420000
61 APSLEY DRIVE,"AVONHEAD, CHRISTCHURCH",8042,2,1,2,-,140,1980,530,28-Nov-23,7,FALSE,660000
8A AVONHEAD ROAD,"AVONHEAD, CHRISTCHURCH",8042,2,1,1,-,83,1970,570,18-Sep-23,7,FALSE,460000
17 AVONHEAD ROAD,"AVONHEAD, CHRISTCHURCH",8042,2,1,1,-,103,1970,540,6-May-24,3,TRUE,510000
1/164 AVONHEAD ROAD,"AVONHEAD, CHRISTCHURCH",8042,2,1,-,-,70,1975,510,9-Jun-23,7,FALSE,500000
1/165 AVONHEAD ROAD,"AVONHEAD, CHRISTCHURCH",8042,2,2,2,658,210,1970,425,24-Jul-23,7,FALSE,650000
1/246 AVONHEAD ROAD,"AVONHEAD, CHRISTCHURCH",8042,2,2,2,610,230,1980,430,2-May-24,7,TRUE,650000
2/339A AVONHEAD ROAD,"AVONHEAD, CHRISTCHURCH",8042,2,1,1,-,87,1960,480,18-Dec-23,7,FALSE,530000
2/5 BEATRICE PLACE,"AVONHEAD, CHRISTCHURCH",8042,2,1,1,-,98,2017,485,6-Jul-23,7,FALSE,680000
3/17 DELPH STREET,"AVONHEAD, CHRISTCHURCH",8042,2,1,1,-,81,2018,550,20-Sep-23,7,FALSE,610000
2/23 KENT LODGE AVENUE,"AVONHEAD, CHRISTCHURCH",8042,2,1,1,-,80,1970,550,25-Sep-23,7,FALSE,480000
2/4 KYEBURN PLACE,"AVONHEAD, CHRISTCHURCH",8042,2,1,1,-,118,1970,440,19-Dec-23,41,FALSE,540000
2/30A NORTONS ROAD,"AVONHEAD, CHRISTCHURCH",8042,2,1,-,-,110,1975,540,19-Apr-24,20,TRUE,610000
3/9 RACHEL PLACE,"AVONHEAD, CHRISTCHURCH",8042,2,1,1,-,90,1970,480,20-Oct-23,7,FALSE,520000
1/363 WITHELLS ROAD,"AVONHEAD, CHRISTCHURCH",8042,2,1,1,-,104,1970,480,5-Dec-23,8,FALSE,530000
1/387 WITHELLS ROAD,"AVONHEAD, CHRISTCHURCH",8042,2,1,1,-,114,1970,450,8-Jan-24,7,FALSE,560000
1/206 YALDHURST ROAD,"AVONHEAD, CHRISTCHURCH",8042,2,1,1,-,100,1960,460,25-Apr-24,35,TRUE,510000
226 YALDHURST ROAD,"AVONHEAD, CHRISTCHURCH",8042,2,1,2,-,140,1980,570,30-May-23,7,FALSE,640000
3A NGARIMU STREET,"AVONSIDE, CHRISTCHURCH",8061,2,1,1,-,76,1960,380,14-Feb-24,22,FALSE,390000
77 BIRDWOOD AVENUE,"BECKENHAM, CHRISTCHURCH",8023,2,2,1,675,153,1920,240,14-Jan-24,7,FALSE,1010000
2/73C FISHER AVENUE,"BECKENHAM, CHRISTCHURCH",8023,2,1,2,-,140,1975,700,6-Feb-24,7,FALSE,620000
43 WAIMEA TERRACE,"BECKENHAM, CHRISTCHURCH",8023,2,1,1,673,110,1920,610,1-Sep-23,7,FALSE,730000
2/207A WAIMEA TERRACE,"BECKENHAM, CHRISTCHURCH",8023,2,1,1,-,80,1975,420,7-Aug-23,8,FALSE,480000
231 WAIMEA TERRACE,"BECKENHAM, CHRISTCHURCH",8023,2,1,-,615,60,1950,539,14-Mar-24,7,FALSE,620000
1 CASTILE PLACE,"BELFAST, CHRISTCHURCH",8051,2,1,2,627,190,1970,470,30-Jun-23,7,FALSE,650000
7C DARROCH STREET,"BELFAST, CHRISTCHURCH",8051,2,1,1,-,80,2006,450,1-May-24,8,TRUE,465000
15C JOHNS ROAD,"BELFAST, CHRISTCHURCH",8051,2,1,1,-,80,2006,475,15-Nov-23,7,FALSE,465000
787A MAIN NORTH ROAD,"BELFAST, CHRISTCHURCH",8051,2,1,1,-,150,1980,400,24-Jul-23,7,FALSE,520000
811A MAIN NORTH ROAD,"BELFAST, CHRISTCHURCH",8051,2,1,1,421,94,1990,500,15-May-23,7,FALSE,530000
42 TYRONE STREET,"BELFAST, CHRISTCHURCH",8051,2,1,2,948,80,1915,525,26-Jun-23,7,FALSE,530000
515A PAGES ROAD,"BEXLEY, CHRISTCHURCH",8061,2,1,1,-,120,1970,420,4-Dec-23,7,FALSE,180000
1/119 BREENS ROAD,"BISHOPDALE, CHRISTCHURCH",8051,2,1,3,797,240,1970,550,25-Feb-24,7,FALSE,650000
3 ELVIRA COURT,"BISHOPDALE, CHRISTCHURCH",8053,2,1,1,-,100,1980,500,27-Jun-23,7,FALSE,560000
1/263 GRAHAMS ROAD,"BISHOPDALE, CHRISTCHURCH",8053,2,1,2,-,90,1950,580,5-Dec-23,8,FALSE,510000
341 GREERS ROAD,"BISHOPDALE, CHRISTCHURCH",8053,2,1,2,814,110,1950,470,11-Jul-23,7,FALSE,620000
2/470 GREERS ROAD,"BISHOPDALE, CHRISTCHURCH",8053,2,1,1,-,70,1960,445,6-Nov-23,7,FALSE,510000
225A HAREWOOD ROAD,"BISHOPDALE, CHRISTCHURCH",8053,2,2,2,645,220,1970,450,22-Aug-23,7,FALSE,650000
5/17 HIGHSTED ROAD,"BISHOPDALE, CHRISTCHURCH",8053,2,2,1,85,73,2023,550,29-Jan-24,8,FALSE,590000
6/17 HIGHSTED ROAD,"BISHOPDALE, CHRISTCHURCH",8053,2,2,1,71,73,2023,540,24-Jan-24,78,FALSE,580000
7/17 HIGHSTED ROAD,"BISHOPDALE, CHRISTCHURCH",8053,2,2,1,100,73,2023,550,24-Jan-24,7,FALSE,600000
2/23 HIGHSTED ROAD,"BISHOPDALE, CHRISTCHURCH",8053,2,1,1,-,110,1970,430,28-Feb-24,7,FALSE,435000
37A HIGHSTED ROAD,"BISHOPDALE, CHRISTCHURCH",8053,2,1,2,-,130,1990,500,5-Oct-23,7,FALSE,670000
12A MANUEL PLACE,"BISHOPDALE, CHRISTCHURCH",8053,2,1,1,-,100,1970,505,12-Dec-23,9,FALSE,495000
44A NEWMARK STREET,"BISHOPDALE, CHRISTCHURCH",8053,2,2,1,207,106,2023,550,8-Sep-23,24,FALSE,650000
44B NEWMARK STREET,"BISHOPDALE, CHRISTCHURCH",8053,2,2,1,146,94,2023,545,1-Sep-23,8,FALSE,620000
2/35 OLDWOOD STREET,"BISHOPDALE, CHRISTCHURCH",8053,2,1,1,-,110,1970,585,26-Apr-24,20,TRUE,495000
1/30 RALEIGH STREET,"BISHOPDALE, CHRISTCHURCH",8053,2,2,1,128,91,2023,575,3-Jan-24,35,FALSE,610000
2/59 REYNOLDS AVENUE,"BISHOPDALE, CHRISTCHURCH",8053,2,1,1,-,80,1970,480,4-Dec-23,7,FALSE,495000
1/172 SAWYERS ARMS ROAD,"BISHOPDALE, CHRISTCHURCH",8053,2,1,1,-,100,1970,520,29-Mar-24,52,FALSE,480000
3/324 SAWYERS ARMS ROAD,"BISHOPDALE, CHRISTCHURCH",8053,2,1,2,-,150,1990,520,15-May-23,7,FALSE,680000
1/15 TOPAZ PLACE,"BISHOPDALE, CHRISTCHURCH",8053,2,1,1,-,110,1980,470,23-Jun-23,22,FALSE,530000
15 WILTON CRESCENT,"BISHOPDALE, CHRISTCHURCH",8053,2,1,2,680,112,1950,530,5-Mar-24,7,FALSE,640000
2/1 GLENBYRE PLACE,"BROMLEY, CHRISTCHURCH",8062,2,1,1,-,90,1995,500,20-Dec-23,7,FALSE,440000
2/45 HAY STREET,"BROMLEY, CHRISTCHURCH",8062,2,1,1,-,60,1975,320,2-Oct-23,7,FALSE,400000
