Street Address,Suburb,Postcode,Bed,Bath,Car,Land Size (sqm),Floor Size (sqm),Year Built,Last Rental Price,Last Rental Date,Days on Market,Active Listing,Capital Value,Land Value,Z_Tgt,Z_Bath,Z_Car,Z_Land Size (sqm),Z_Floor Size (sqm),Z_Year Built,Z_Days on Market,Z_Capital Value,Z_Last Rental Price
1/167 INNES ROAD ,ST ALBANS,8052,2.0,1,1.0,99.0,70.0,2023.0,540.0,2024-05-14,15,False,660000.0,260000.0,0.2890714285714286,0.0,0.0,-80265500000.0,-0.44966666666666666,0.6263214285714286,5396000000.0,0.5781428571428572,0.2890714285714286
2/167 INNES ROAD ,ST ALBANS,8052,2.0,1,1.0,175.0,70.0,2023.0,540.0,2024-01-17,41,False,680000.0,300000.0,0.2890714285714286,0.0,0.0,-29003499999.999996,-0.44966666666666666,0.6263214285714286,22933000000.0,0.7708571428571429,0.2890714285714286
8/557 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,1.0,2,8.0,106.0,72.0,2023.0,540.0,2023-11-09,7,False,690000.0,265000.0,2.698,674500000.0,4721499999.999999,-75543999999.99998,2.2933,2.1584,0.0,3.091458333333333,2.698
4/24 OXLEY AVENUE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1980.0,540.0,2023-11-16,4,False,470000.0,170000.0,0.2890714285714286,0.0,0.0,0.0,0.6745,-1.4453571428571428,-2023499999.9999998,-1.2526428571428572,0.2890714285714286
3/10 RADNOR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,166.0,63.0,2019.0,540.0,2024-06-06,7,False,690000.0,290000.0,0.2890714285714286,0.0,0.0,-35073999999.99999,-0.843125,0.43360714285714286,0.0,0.8672142857142857,0.2890714285714286
140I SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,218.0,145.0,2000.0,540.0,2024-09-05,7,False,600000.0,310000.0,-1.4838999999999998,674500000.0,674500000.0,0.0,0.6977586206896551,0.0,0.0,-1.1241666666666668,-1.4838999999999998
4/58 SOMME STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,88.0,73.0,2023.0,540.0,2024-12-20,14,True,670000.0,270000.0,0.2890714285714286,0.0,0.0,-87685000000.0,-0.2810416666666667,0.6263214285714286,4721499999.999999,0.6745,0.2890714285714286
6/58 SOMME STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,88.0,73.0,2023.0,540.0,2024-12-31,3,True,670000.0,270000.0,0.2890714285714286,0.0,0.0,-87685000000.0,-0.2810416666666667,0.6263214285714286,-2698000000.0,0.6745,0.2890714285714286
3/206 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,105.0,99.0,2023.0,535.0,2024-12-06,67,True,650000.0,220000.0,0.19271428571428573,674500000.0,0.0,-76218499999.99998,1.180375,0.6263214285714286,40470000000.0,0.48178571428571426,0.19271428571428573
4/21 HENDON STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,124.0,72.0,2022.0,535.0,2024-02-27,7,False,640000.0,220000.0,0.19271428571428573,0.0,0.0,-63402999999.99999,-0.33725,0.5781428571428571,0.0,0.38542857142857145,0.19271428571428573
5/64 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,110.0,1985.0,535.0,2024-03-22,7,False,425000.0,300000.0,0.19271428571428573,0.0,0.0,0.0,1.7986666666666666,-1.2044642857142858,0.0,-1.68625,0.19271428571428573
4/65 RANFURLY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1970.0,535.0,2024-08-05,7,False,530000.0,370000.0,0.19271428571428573,0.0,0.0,0.0,0.6745,-1.9271428571428573,0.0,-0.6745,0.19271428571428573
1/121 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,82.0,78.0,2021.0,535.0,2024-11-30,7,False,605000.0,215000.0,0.19271428571428573,674500000.0,0.0,-91732000000.0,0.0,0.5299642857142858,0.0,0.04817857142857143,0.19271428571428573
4/36 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,127.0,66.0,2024.0,530.0,2024-02-07,7,False,660000.0,240000.0,0.09635714285714286,0.0,0.0,-61379500000.0,-0.6745,0.6745,0.0,0.5781428571428572,0.09635714285714286
5/34 CLEVELAND STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,190.0,67.0,2023.0,530.0,2024-07-05,8,False,610000.0,240000.0,0.09635714285714286,0.0,0.0,-18885999999.999996,-0.6182916666666667,0.6263214285714286,674500000.0,0.09635714285714286,0.09635714285714286
2/172 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,2.0,218.0,60.0,2017.0,530.0,2024-12-10,31,True,485000.0,160000.0,0.09635714285714286,0.0,674500000.0,0.0,-1.01175,0.33725,16187999999.999998,-1.108107142857143,0.09635714285714286
6/21 HENDON STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,120.0,73.0,2022.0,530.0,2024-01-26,8,False,640000.0,220000.0,0.09635714285714286,0.0,0.0,-66100999999.99999,-0.2810416666666667,0.5781428571428571,674500000.0,0.38542857142857145,0.09635714285714286
6/95 PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,206.0,89.0,2016.0,530.0,2024-09-04,15,False,610000.0,270000.0,0.09635714285714286,0.0,0.0,-8093999999.999999,0.6182916666666667,0.28907142857142853,5396000000.0,0.09635714285714286,0.09635714285714286
1/57 WOODVILLE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,141.0,94.0,2021.0,530.0,2024-11-19,16,False,680000.0,240000.0,0.09635714285714286,674500000.0,0.0,-51936500000.0,0.8993333333333333,0.5299642857142858,6070500000.0,0.7708571428571429,0.09635714285714286
1/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,152.0,77.0,2024.0,530.0,2024-08-30,11,False,650000.0,250000.0,0.09635714285714286,0.0,0.0,-44516999999.99999,-0.05620833333333333,0.6745,2698000000.0,0.48178571428571426,0.09635714285714286
2/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,102.0,72.0,2024.0,530.0,2024-09-09,21,False,630000.0,230000.0,0.09635714285714286,0.0,0.0,-78242000000.0,-0.33725,0.6745,9442999999.999998,0.2890714285714286,0.09635714285714286
3/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,102.0,71.0,2024.0,530.0,2024-08-28,8,False,630000.0,230000.0,0.09635714285714286,0.0,0.0,-78242000000.0,-0.3934583333333333,0.6745,674500000.0,0.2890714285714286,0.09635714285714286
79C BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,2.0,181.0,117.0,2000.0,530.0,2024-10-24,7,False,700000.0,360000.0,-1.6188,674500000.0,674500000.0,-0.4456517857142857,-0.6047241379310344,0.0,0.0,-0.37472222222222223,-1.6188
3/966 COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,5.0,3,3.0,493.0,303.0,2014.0,530.0,2024-01-11,7,False,1450000.0,620000.0,0.022864406779661017,1.349,0.0,-1.0898700564971753,0.6126708333333333,1.0792,0.0,1.6470348837209303,0.022864406779661017
7/27 CORNWALL STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,218.0,90.0,2016.0,530.0,2024-11-29,7,False,680000.0,240000.0,-1.6188,0.0,674500000.0,0.0,-1.860689655172414,0.5396,0.0,-0.5246111111111111,-1.6188
2/116B CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,95.0,1960.0,530.0,2024-08-21,20,False,580000.0,335000.0,0.09635714285714286,0.0,0.0,0.0,0.9555416666666666,-2.4089285714285715,8768499999.999998,-0.19271428571428573,0.09635714285714286
6/167 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,74.0,2021.0,530.0,2024-05-08,25,False,600000.0,190000.0,0.09635714285714286,0.0,0.0,0.0,-0.22483333333333333,0.5299642857142858,12141000000.0,0.0,0.09635714285714286
3/80 DOVER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,66.0,2017.0,530.0,2024-04-19,7,False,500000.0,220000.0,0.09635714285714286,0.0,0.0,0.0,-0.6745,0.33725,0.0,-0.9635714285714285,0.09635714285714286
1/25 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,70.0,1960.0,530.0,2024-06-20,8,False,410000.0,200000.0,0.09635714285714286,0.0,0.0,0.0,-0.44966666666666666,-2.4089285714285715,674500000.0,-1.8307857142857142,0.09635714285714286
4/107 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,285.0,75.0,2022.0,530.0,2024-03-13,7,False,650000.0,340000.0,0.09635714285714286,0.0,0.0,45191499999.99999,-0.168625,0.5781428571428571,0.0,0.48178571428571426,0.09635714285714286
7/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,88.0,67.0,2024.0,530.0,2024-09-24,15,False,620000.0,290000.0,0.09635714285714286,0.0,0.0,-87685000000.0,-0.6182916666666667,0.6745,5396000000.0,0.19271428571428573,0.09635714285714286
8/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,108.0,70.0,2024.0,530.0,2024-09-23,7,False,630000.0,300000.0,0.09635714285714286,0.0,0.0,-74194999999.99998,-0.44966666666666666,0.6745,0.0,0.2890714285714286,0.09635714285714286
15 LINDSAY STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,3.0,923.0,112.0,1910.0,530.0,2023-07-10,7,False,900000.0,800000.0,-1.6188,0.0,1349000000.0,8.491473214285714,-0.8373103448275863,-3.03525,0.0,1.1241666666666668,-1.6188
3/424 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,89.0,90.0,2011.0,530.0,2023-11-14,33,False,520000.0,240000.0,0.09635714285714286,674500000.0,0.0,-87010499999.99998,0.6745,0.048178571428571425,17536999999.999996,-0.7708571428571429,0.09635714285714286
5/486 MANCHESTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,3,2.0,143.0,126.0,2019.0,530.0,2024-10-24,7,False,750000.0,380000.0,0.09635714285714286,1349000000.0,674500000.0,-50587499999.99999,2.698,0.43360714285714286,0.0,1.4453571428571428,0.09635714285714286
3/47 MERSEY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,141.0,68.0,2021.0,530.0,2024-12-13,21,True,700000.0,240000.0,0.09635714285714286,674500000.0,0.0,-51936500000.0,-0.5620833333333334,0.5299642857142858,9442999999.999998,0.9635714285714285,0.09635714285714286
2/123 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,75.0,78.0,2021.0,530.0,2024-06-14,72,False,600000.0,205000.0,-1.6188,674500000.0,0.0,-1.7223839285714286,-2.4188965517241376,0.708225,43842500000.0,-1.1241666666666668,-1.6188
4/91 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,81.0,76.0,2021.0,530.0,2024-07-27,7,False,710000.0,410000.0,0.09635714285714286,674500000.0,0.0,-92406499999.99998,-0.11241666666666666,0.5299642857142858,0.0,1.0599285714285713,0.09635714285714286
4/230 SPRINGFIELD ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1970.0,530.0,2024-05-07,7,False,485000.0,240000.0,0.09635714285714286,0.0,0.0,0.0,0.6745,-1.9271428571428573,0.0,-1.108107142857143,0.09635714285714286
2/138 WESTMINSTER STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,136.0,96.0,2021.0,530.0,2024-06-10,7,False,700000.0,210000.0,0.09635714285714286,674500000.0,0.0,-55308999999.99999,1.01175,0.5299642857142858,0.0,0.9635714285714285,0.09635714285714286
4/15 BERWICK STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,136.0,72.0,2024.0,529.0,2024-09-24,35,False,640000.0,240000.0,0.07708571428571429,0.0,0.0,-55308999999.99999,-0.33725,0.6745,18885999999.999996,0.38542857142857145,0.07708571428571429
511 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,130.0,67.0,2021.0,529.0,2024-08-10,30,False,580000.0,315000.0,0.07708571428571429,0.0,0.0,-59356000000.0,-0.6182916666666667,0.5299642857142858,15513500000.0,-0.19271428571428573,0.07708571428571429
138 PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,70.0,1975.0,525.0,2024-01-29,6,False,370000.0,260000.0,0.0,0.0,0.0,0.0,-0.44966666666666666,-1.6862499999999998,-674500000.0,-2.216214285714286,0.0
6/70 BISHOP STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,2,1.0,218.0,94.0,2019.0,525.0,2024-11-04,7,False,630000.0,215000.0,0.0,674500000.0,0.0,0.0,0.8993333333333333,0.43360714285714286,0.0,0.2890714285714286,0.0
48B BRISTOL STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,121.0,1970.0,525.0,2024-07-01,77,False,580000.0,365000.0,-1.68625,0.0,0.0,0.0,-0.41865517241379313,-1.01175,47214999999.99999,-1.2740555555555555,-1.68625
1/143 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,13.0,191.0,80.0,2022.0,525.0,2023-11-07,19,False,620000.0,240000.0,0.0,0.0,8093999999.999999,-18211500000.0,0.11241666666666666,0.5781428571428571,8093999999.999999,0.19271428571428573,0.0
3/171 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,75.0,2021.0,525.0,2024-06-25,8,False,600000.0,190000.0,0.0,0.0,0.0,0.0,-0.168625,0.5299642857142858,674500000.0,0.0,0.0
104 FORFAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,218.0,130.0,1910.0,525.0,2023-09-21,7,False,680000.0,350000.0,-1.68625,0.0,0.0,0.0,0.0,-3.03525,0.0,-0.5246111111111111,-1.68625
3/48 TRAFALGAR STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,88.0,2016.0,525.0,2024-07-02,8,False,660000.0,255000.0,0.0,0.0,0.0,0.0,0.5620833333333334,0.28907142857142853,674500000.0,0.5781428571428572,0.0
29 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,2.0,711.0,95.0,1920.0,520.0,2023-10-02,7,False,660000.0,600000.0,-1.7537,0.0,674500000.0,5.938008928571429,-1.6281034482758618,-2.698,0.0,-0.6745,-1.7537
506D BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,1.0,127.0,122.0,2005.0,520.0,2024-11-26,26,False,610000.0,210000.0,-1.7537,0.0,0.0,-1.0960625,-0.3721379310344827,0.168625,12815500000.0,-1.0492222222222223,-1.7537
158F EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,2.0,218.0,130.0,1990.0,520.0,2023-09-27,9,False,280000.0,255000.0,-1.7537,0.0,674500000.0,0.0,0.0,-0.33725,1349000000.0,-3.522388888888889,-1.7537
5/21 HENDON STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,136.0,72.0,2022.0,520.0,2023-12-07,36,False,640000.0,220000.0,-0.09635714285714286,0.0,0.0,-55308999999.99999,-0.33725,0.5781428571428571,19560500000.0,0.38542857142857145,-0.09635714285714286
1/24 HENDON STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,198.0,73.0,2021.0,520.0,2023-08-15,7,False,660000.0,240000.0,-0.09635714285714286,674500000.0,0.0,-13490000000.0,-0.2810416666666667,0.5299642857142858,0.0,0.5781428571428572,-0.09635714285714286
1/82 PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,2,1.0,218.0,113.0,2010.0,520.0,2024-12-27,38,True,550000.0,245000.0,-0.09635714285714286,674500000.0,0.0,0.0,1.9672916666666664,0.0,20909500000.0,-0.48178571428571426,-0.09635714285714286
3/18 ALBANY STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,110.0,1970.0,520.0,2024-01-26,7,False,640000.0,430000.0,-0.09635714285714286,0.0,0.0,0.0,1.7986666666666666,-1.9271428571428573,0.0,0.38542857142857145,-0.09635714285714286
30 COLES PLACE ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1990.0,520.0,2024-05-01,7,False,390000.0,220000.0,-0.09635714285714286,0.0,0.0,0.0,0.6745,-0.9635714285714286,0.0,-2.0235,-0.09635714285714286
101/165 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,1.0,1,1.0,218.0,48.0,2021.0,520.0,2024-11-25,686,False,540000.0,190000.0,2.2483333333333335,0.0,0.0,0.0,-0.9442999999999999,2.0684666666666667,457985500000.0,1.4052083333333334,2.2483333333333335
1/168 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,130.0,1910.0,520.0,2023-10-20,15,False,660000.0,305000.0,-0.09635714285714286,0.0,0.0,0.0,2.922833333333333,-4.817857142857143,5396000000.0,0.5781428571428572,-0.09635714285714286
228 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,5.0,2,2.0,718.0,190.0,1930.0,520.0,2024-01-11,7,False,760000.0,540000.0,-0.022864406779661017,0.0,-0.6745,-0.23245480225988702,-0.6576375,-2.698,0.0,-0.5176395348837209,-0.022864406779661017
3/477 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,105.0,140.0,1990.0,520.0,2024-02-10,7,False,300000.0,265000.0,-1.7537,0.0,674500000.0,-1.3610446428571428,0.4651724137931035,-0.33725,0.0,-3.3725,-1.7537
2/611 MADRAS STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,101.0,61.0,1990.0,520.0,2024-12-27,21,True,490000.0,240000.0,-0.09635714285714286,0.0,0.0,-78916500000.0,-0.9555416666666666,-0.9635714285714286,9442999999.999998,-1.0599285714285713,-0.09635714285714286
3/123 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,75.0,78.0,2021.0,520.0,2024-12-10,73,True,600000.0,205000.0,-1.7537,674500000.0,0.0,-1.7223839285714286,-2.4188965517241376,0.708225,44516999999.99999,-1.1241666666666668,-1.7537
1/27 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,3.0,711.0,220.0,2000.0,519.0,2024-12-16,42,True,670000.0,305000.0,-1.76719,0.0,1349000000.0,5.938008928571429,4.186551724137931,0.0,23607499999.999996,-0.5995555555555555,-1.76719
5/35 EVERSLEIGH STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,110.0,68.0,2024.0,519.0,2024-08-01,8,False,620000.0,300000.0,-0.11562857142857141,0.0,0.0,-72846000000.0,-0.5620833333333334,0.6745,674500000.0,0.19271428571428573,-0.11562857142857141
2 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,536.0,83.0,1950.0,515.0,2024-10-14,18,False,630000.0,540000.0,-0.19271428571428573,0.0,0.0,214490999999.99997,0.2810416666666667,-2.8907142857142856,7419500000.0,0.2890714285714286,-0.19271428571428573
2/111 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,89.0,75.0,2022.0,515.0,2024-06-15,30,False,570000.0,230000.0,-0.19271428571428573,0.0,0.0,-87010499999.99998,-0.168625,0.5781428571428571,15513500000.0,-0.2890714285714286,-0.19271428571428573
3/111 EDGEWARE ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,92.0,75.0,2022.0,515.0,2024-10-28,40,False,580000.0,240000.0,-0.19271428571428573,0.0,0.0,-84986999999.99998,-0.168625,0.5781428571428571,22258499999.999996,-0.19271428571428573,-0.19271428571428573
116 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,2.0,508.0,164.0,2021.0,515.0,2023-10-13,8,False,1370000.0,530000.0,-0.9266081967213115,0.0,0.0,0.07458413461538461,0.02698,0.8599874999999999,674500000.0,1.98134375,-0.9266081967213115
6/550 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,86.0,78.0,2020.0,510.0,2023-12-09,7,False,600000.0,210000.0,-0.2890714285714286,0.0,0.0,-89033999999.99998,0.0,0.4817857142857143,0.0,0.0,-0.2890714285714286
C2/101 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,2.0,218.0,66.0,2010.0,510.0,2024-04-03,16,False,415000.0,175000.0,-0.2890714285714286,0.0,674500000.0,0.0,-0.6745,0.0,6070500000.0,-1.7826071428571428,-0.2890714285714286
1036B COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,61.0,2014.0,510.0,2024-06-01,7,False,520000.0,200000.0,-0.2890714285714286,0.0,0.0,0.0,-0.9555416666666666,0.1927142857142857,0.0,-0.7708571428571429,-0.2890714285714286
1036D COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,61.0,2014.0,510.0,2024-01-10,7,False,520000.0,200000.0,-0.2890714285714286,0.0,0.0,0.0,-0.9555416666666666,0.1927142857142857,0.0,-0.7708571428571429,-0.2890714285714286
1/123 SHERBORNE STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,2,1.0,76.0,77.0,2021.0,510.0,2024-02-07,7,False,600000.0,205000.0,-1.8885999999999998,674500000.0,0.0,-1.7103392857142856,-2.465413793103448,0.708225,0.0,-1.1241666666666668,-1.8885999999999998
5 ALLARD STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,2.0,218.0,84.0,2016.0,500.0,2023-10-03,7,False,610000.0,180000.0,-0.4817857142857143,0.0,674500000.0,0.0,0.33725,0.28907142857142853,0.0,0.09635714285714286,-0.4817857142857143
1/501 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,70.0,1975.0,500.0,2024-08-15,7,False,400000.0,285000.0,-0.4817857142857143,0.0,0.0,0.0,-0.44966666666666666,-1.6862499999999998,0.0,-1.927142857142857,-0.4817857142857143
1/550 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,122.0,78.0,2020.0,500.0,2023-12-05,22,False,610000.0,230000.0,-0.4817857142857143,0.0,0.0,-64751999999.99999,0.0,0.4817857142857143,10117500000.0,0.09635714285714286,-0.4817857142857143
4/550 BARBADOES STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,86.0,78.0,2020.0,500.0,2024-05-28,7,False,600000.0,210000.0,-0.4817857142857143,0.0,0.0,-89033999999.99998,0.0,0.4817857142857143,0.0,0.0,-0.4817857142857143
2/159 EDGEWARE ROAD ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,69.0,2017.0,500.0,2024-09-03,7,False,560000.0,170000.0,-0.4817857142857143,0.0,0.0,0.0,-0.505875,0.33725,0.0,-0.38542857142857145,-0.4817857142857143
2/160 GERALDINE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,1.0,218.0,73.0,2018.0,500.0,2024-06-11,22,False,570000.0,180000.0,-0.4817857142857143,0.0,0.0,0.0,-0.2810416666666667,0.3854285714285714,10117500000.0,-0.2890714285714286,-0.4817857142857143
117A PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,2.0,1,2.0,280.0,113.0,2000.0,500.0,2024-06-11,7,False,640000.0,390000.0,-0.4817857142857143,0.0,674500000.0,41819000000.0,1.9672916666666664,-0.4817857142857143,0.0,0.38542857142857145,-0.4817857142857143
2/130 PACKE STREET ,"EDGEWARE, CHRISTCHURCH",8013,3.0,1,1.0,218.0,117.0,2010.0,500.0,2024-08-13,7,False,600000.0,210000.0,-2.0235,0.0,0.0,0.0,-0.6047241379310344,0.33725,0.0,-1.1241666666666668,-2.0235
2 SQUIRE STREET ,"MAIREHAU, CHRISTCHURCH",8013,4.0,2,1.0,218.0,120.0,1975.0,500.0,2024-11-20,7,False,440000.0,290000.0,-0.9929524590163935,0.0,-674500000.0,-0.8658245192307692,-1.16014,0.0843125,0.0,-1.9391875,-0.9929524590163935
111 CALEDONIAN ROAD ,"ST ALBANS, CHRISTCHURCH",8014,4.0,2,1.0,524.0,140.0,1905.0,500.0,2024-01-25,7,False,810000.0,660000.0,-0.9929524590163935,0.0,-674500000.0,0.12646875,-0.62054,-1.0960625,0.0,-0.37940625,-0.9929524590163935
3/2 CANON STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1985.0,500.0,2024-06-18,7,False,490000.0,370000.0,-0.4817857142857143,0.0,0.0,0.0,0.6745,-1.2044642857142858,0.0,-1.0599285714285713,-0.4817857142857143
76B CANON STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,165.0,91.0,2005.0,500.0,2023-10-17,7,False,530000.0,280000.0,-0.4817857142857143,0.0,0.0,-35748500000.0,0.7307083333333333,-0.24089285714285716,0.0,-0.6745,-0.4817857142857143
1036E COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,61.0,2014.0,500.0,2024-02-19,7,False,520000.0,200000.0,-0.4817857142857143,0.0,0.0,0.0,-0.9555416666666666,0.1927142857142857,0.0,-0.7708571428571429,-0.4817857142857143
1036G COLOMBO STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,61.0,2014.0,500.0,2024-02-13,7,False,520000.0,200000.0,-0.4817857142857143,0.0,0.0,0.0,-0.9555416666666666,0.1927142857142857,0.0,-0.7708571428571429,-0.4817857142857143
2/27 CORNWALL STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,2.0,218.0,90.0,2016.0,500.0,2023-11-09,7,False,660000.0,240000.0,-2.0235,0.0,674500000.0,0.0,-1.860689655172414,0.5396,0.0,-0.6745,-2.0235
10/27 CORNWALL STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,90.0,1970.0,500.0,2024-04-02,7,False,610000.0,240000.0,-0.4817857142857143,0.0,0.0,0.0,0.6745,-1.9271428571428573,0.0,0.09635714285714286,-0.4817857142857143
111 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,3.0,1,1.0,330.0,121.0,1905.0,500.0,2023-11-03,26,False,560000.0,265000.0,-2.0235,0.0,0.0,1.349,-0.41865517241379313,-3.203875,12815500000.0,-1.4239444444444445,-2.0235
5/165 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,75.0,2021.0,500.0,2023-10-28,7,False,600000.0,190000.0,-0.4817857142857143,0.0,0.0,0.0,-0.168625,0.5299642857142858,0.0,0.0,-0.4817857142857143
5/169 CRANFORD STREET ,"ST ALBANS, CHRISTCHURCH",8014,2.0,1,1.0,218.0,74.0,2021.0,500.0,2024-11-14,8,False,600000.0,190000.0,-0.4817857142857143,0.0,0.0,0.0,-0.22483333333333333,0.5299642857142858,674500000.0,0.0,-0.4817857142857143
